Id,inv_no,Date,Amount,method
PMT61003,INV-51467,2025-09-02,1375.91,CHEQUE
PMT61004,INV-51468,2025-06-10,398.33,CHEQUE
PMT61005,INV-51470,2025-03-07,1073.16,CHEQUE
PMT61006,INV-51472,2025-02-22,1113.44,CHEQUE
PMT61007,INV-51473,2026-05-04,678.69,CARD
PMT61008,INV-51474,2026-05-29,546.39,CHEQUE
PMT61009,INV-51475,2025-09-26,512.63,BACS
PMT61010,INV-51476,2025-10-16,1084.16,DD
PMT61011,INV-51478,2025-03-27,1467.70,DD
PMT61012,INV-51479,2026-01-06,262.43,CHEQUE
PMT61013,INV-51480,2026-02-11,588.65,CARD
PMT61014,INV-51483,2025-11-26,532.98,BACS
PMT61015,INV-51485,2026-03-15,500.81,CHEQUE
PMT61016,INV-51486,2025-03-06,922.82,DD
PMT61017,INV-51487,2025-02-08,803.06,CHEQUE
PMT61018,INV-51488,2025-12-20,767.12,CHEQUE
PMT61019,INV-51490,2025-10-14,1247.59,BACS
PMT61020,INV-51491,2026-02-06,592.42,DD
PMT61021,INV-51492,2025-09-03,1250.21,CHEQUE
PMT61022,INV-51494,2026-03-01,978.09,DD
PMT61023,INV-51496,2025-10-25,601.29,BACS
PMT61024,INV-51497,2025-03-18,669.70,BACS
PMT61025,INV-51498,2025-07-20,890.95,CHEQUE
PMT61026,INV-51499,2025-06-30,938.96,CARD
PMT61027,INV-51500,2025-12-17,623.21,CARD
PMT61028,INV-51501,2025-11-02,1412.24,CARD
PMT61029,INV-51502,2025-01-21,526.63,BACS
PMT61030,INV-51503,2025-09-03,578.11,DD
PMT61031,INV-51505,2025-02-02,27.22,DD
PMT61032,INV-51506,2025-04-30,843.99,CARD
PMT61033,INV-51507,2026-04-20,1005.74,BACS
PMT61034,INV-51508,2026-04-22,678.84,CHEQUE
PMT61035,INV-51509,2025-03-19,1499.92,BACS
PMT61036,INV-51510,2025-11-18,785.34,CARD
PMT61037,INV-51512,2025-10-30,1123.87,BACS
PMT61038,INV-51513,2025-09-23,1215.34,BACS
PMT61039,INV-51515,2025-04-08,439.47,DD
PMT61040,INV-51518,2025-11-02,415.74,CHEQUE
PMT61041,INV-51520,2025-04-20,1182.95,CHEQUE
PMT61042,INV-51523,2026-02-08,951.51,DD
PMT61043,INV-51524,2025-08-04,965.50,BACS
PMT61044,INV-51525,2025-06-20,563.77,CARD
PMT61045,INV-51527,2026-01-22,1117.58,DD
PMT61046,INV-51528,2025-08-24,1411.10,BACS
PMT61047,INV-51532,2025-01-25,992.50,CHEQUE
PMT61048,INV-51533,2026-03-12,1444.51,CARD
PMT61049,INV-51534,2025-07-31,96.91,CARD
PMT61050,INV-51535,2025-03-26,797.04,BACS
PMT61051,INV-51537,2025-07-14,897.44,BACS
PMT61052,INV-51539,2025-07-11,24.67,CHEQUE
PMT61053,INV-51541,2025-08-28,784.73,DD
PMT61054,INV-51542,2025-08-08,177.53,DD
PMT61055,INV-51544,2025-07-25,1341.61,BACS
PMT61056,INV-51547,2025-04-11,32.77,CARD
PMT61057,INV-51548,2025-08-16,196.62,DD
PMT61058,INV-51550,2026-03-06,603.05,DD
PMT61059,INV-51552,2025-04-16,100.28,DD
PMT61060,INV-51553,2026-04-15,1017.36,CHEQUE
PMT61061,INV-51555,2025-01-03,807.78,DD
PMT61062,INV-51557,2025-09-25,212.67,BACS
PMT61063,INV-51559,2025-06-14,1046.67,CARD
PMT61064,INV-51560,2025-11-05,741.69,BACS
PMT61065,INV-51565,2026-05-30,914.36,DD
PMT61066,INV-51566,2025-02-20,264.06,CHEQUE
PMT61067,INV-51567,2026-05-23,1335.88,CARD
PMT61068,INV-51570,2025-02-13,1406.52,DD
PMT61069,INV-51571,2026-05-29,329.35,DD
PMT61070,INV-51572,2025-07-02,1432.54,BACS
PMT61071,INV-51574,2025-11-02,1244.78,CARD
PMT61072,INV-51575,2025-10-05,320.93,BACS
PMT61073,INV-51580,2026-01-06,1343.46,CHEQUE
PMT61074,INV-51581,2025-09-15,1231.10,DD
PMT61075,INV-51582,2026-05-26,1270.85,CARD
PMT61076,INV-51583,2026-03-12,1474.30,DD
PMT61077,INV-51584,2025-03-24,177.81,DD
PMT61078,INV-51585,2025-08-02,1060.57,CHEQUE
PMT61079,INV-51586,2025-04-16,300.52,CHEQUE
PMT61080,INV-51587,2025-05-19,1461.15,CARD
PMT61081,INV-51588,2025-09-03,844.14,DD
PMT61082,INV-51589,2026-04-24,1369.25,BACS
PMT61083,INV-51590,2025-12-20,1097.14,BACS
PMT61084,INV-51592,2026-03-25,592.25,BACS
PMT61085,INV-51594,2025-01-04,705.73,BACS
PMT61086,INV-51595,2025-06-03,78.89,CHEQUE
PMT61087,INV-51596,2026-04-16,102.98,DD
PMT61088,INV-51597,2026-04-11,1064.66,CARD
PMT61089,INV-51598,2026-02-20,974.34,BACS
PMT61090,INV-51599,2025-01-15,937.68,CHEQUE
PMT61091,INV-51605,2025-03-28,946.96,BACS
PMT61092,INV-51607,2025-02-02,526.35,DD
PMT61093,INV-51609,2026-04-13,562.56,CHEQUE
PMT61094,INV-51610,2025-01-25,1460.56,BACS
PMT61095,INV-51611,2025-04-17,147.14,CHEQUE
PMT61096,INV-51612,2025-11-24,1037.49,BACS
PMT61097,INV-51614,2025-05-07,270.64,BACS
PMT61098,INV-51615,2025-02-02,71.58,CARD
PMT61099,INV-51616,2025-04-29,536.33,CHEQUE
PMT61100,INV-51617,2025-08-12,69.61,CHEQUE
PMT61101,INV-51621,2026-01-29,1356.61,CARD
PMT61102,INV-51622,2026-03-16,806.86,BACS
PMT61103,INV-51623,2025-08-20,718.06,DD
PMT61104,INV-51624,2026-05-02,297.02,CARD
PMT61105,INV-51625,2025-12-17,111.16,BACS
PMT61106,INV-51626,2026-01-30,114.57,BACS
PMT61107,INV-51627,2026-02-19,815.25,BACS
PMT61108,INV-51628,2025-08-07,1005.88,BACS
PMT61109,INV-51629,2025-12-28,747.30,CHEQUE
PMT61110,INV-51630,2025-05-10,388.78,BACS
PMT61111,INV-51631,2025-07-19,1440.28,DD
PMT61112,INV-51636,2025-07-03,1131.32,CARD
PMT61113,INV-51637,2025-02-27,707.37,CHEQUE
PMT61114,INV-51639,2025-02-01,214.38,CHEQUE
PMT61115,INV-51640,2025-10-14,233.56,BACS
PMT61116,INV-51641,2026-04-11,889.56,BACS
PMT61117,INV-51642,2025-05-08,150.98,DD
PMT61118,INV-51643,2025-01-04,704.33,CHEQUE
PMT61119,INV-51644,2025-11-10,198.59,DD
PMT61120,INV-51646,2025-04-26,582.42,BACS
PMT61121,INV-51647,2026-02-28,233.93,CHEQUE
PMT61122,INV-51654,2026-04-08,59.68,BACS
PMT61123,INV-51655,2025-05-26,1067.75,CHEQUE
PMT61124,INV-51656,2026-02-24,336.83,BACS
PMT61125,INV-51657,2025-02-16,647.96,CARD
PMT61126,INV-51659,2025-10-09,884.70,BACS
PMT61127,INV-51660,2026-03-04,1027.39,CARD
PMT61128,INV-51661,2025-05-20,720.57,DD
PMT61129,INV-51662,2025-07-22,1458.91,CHEQUE
PMT61130,INV-51663,2025-01-26,1189.68,CHEQUE
PMT61131,INV-51667,2026-02-07,1489.27,CHEQUE
PMT61132,INV-51668,2025-07-03,786.94,CHEQUE
PMT61133,INV-51669,2026-01-04,1202.64,CARD
PMT61134,INV-51670,2025-11-27,985.85,DD
PMT61135,INV-51673,2025-10-14,1113.78,CHEQUE
PMT61136,INV-51677,2025-08-08,35.54,DD
PMT61137,INV-51678,2025-01-27,1076.17,BACS
PMT61138,INV-51679,2025-06-04,283.10,DD
PMT61139,INV-51681,2025-10-07,1325.94,DD
PMT61140,INV-51682,2025-01-30,779.31,CARD
PMT61141,INV-51684,2025-05-19,107.87,BACS
PMT61142,INV-51685,2025-04-28,1450.27,CHEQUE
PMT61143,INV-51687,2026-01-11,715.16,DD
PMT61144,INV-51689,2025-03-17,1303.57,BACS
PMT61145,INV-51690,2025-10-11,75.17,DD
PMT61146,INV-51691,2026-05-25,1205.15,CARD
PMT61147,INV-51693,2025-03-25,1067.49,DD
PMT61148,INV-51694,2025-06-25,409.76,DD
PMT61149,INV-51695,2025-04-29,697.15,DD
PMT61150,INV-51699,2025-11-06,479.05,CARD
PMT61151,INV-51700,2025-04-23,1454.73,DD
PMT61152,INV-51703,2025-09-02,827.35,CARD
PMT61153,INV-51704,2025-04-07,1250.77,CHEQUE
PMT61154,INV-51705,2025-08-12,704.05,DD
PMT61155,INV-51706,2025-07-08,857.77,BACS
PMT61156,INV-51707,2025-01-15,178.96,DD
PMT61157,INV-51708,2025-11-20,699.02,BACS
PMT61158,INV-51709,2025-03-07,1090.21,DD
PMT61159,INV-51710,2026-01-12,660.25,BACS
PMT61160,INV-51711,2026-01-21,486.99,CARD
PMT61161,INV-51712,2025-08-12,1491.83,CARD
PMT61162,INV-51713,2025-11-16,1044.50,CARD
PMT61163,INV-51714,2025-12-30,950.37,DD
PMT61164,INV-51715,2025-03-17,364.41,CHEQUE
PMT61165,INV-51716,2025-03-02,1455.01,BACS
PMT61166,INV-51721,2026-05-25,911.58,CARD
PMT61167,INV-51722,2025-11-21,314.17,BACS
PMT61168,INV-51725,2026-02-21,195.60,BACS
PMT61169,INV-51726,2025-07-12,38.07,CHEQUE
PMT61170,INV-51728,2026-01-21,1298.14,CHEQUE
PMT61171,INV-51729,2025-02-22,1338.90,DD
PMT61172,INV-51730,2025-12-11,921.62,CARD
PMT61173,INV-51731,2025-06-24,1409.37,CARD
PMT61174,INV-51732,2026-02-28,39.56,CARD
PMT61175,INV-51733,2026-05-29,828.17,CARD
PMT61176,INV-51735,2025-03-18,184.43,BACS
PMT61177,INV-51736,2026-03-07,713.84,BACS
PMT61178,INV-51737,2025-06-04,381.60,CHEQUE
PMT61179,INV-51738,2025-01-18,1185.43,CHEQUE
PMT61180,INV-51739,2025-04-23,596.61,CARD
PMT61181,INV-51740,2025-07-20,299.55,DD
PMT61182,INV-51743,2026-05-17,831.12,DD
PMT61183,INV-51745,2025-05-01,72.38,BACS
PMT61184,INV-51746,2025-04-21,1282.80,BACS
PMT61185,INV-51747,2025-05-26,867.76,CARD
PMT61186,INV-51748,2025-12-30,916.01,DD
PMT61187,INV-51750,2026-03-01,1311.59,DD
PMT61188,INV-51751,2026-02-16,291.14,CHEQUE
PMT61189,INV-51752,2025-10-22,777.27,BACS
PMT61190,INV-51754,2025-01-16,1406.15,DD
PMT61191,INV-51755,2026-02-27,205.84,DD
PMT61192,INV-51757,2025-07-03,643.63,CARD
PMT61193,INV-51758,2025-07-19,30.78,CHEQUE
PMT61194,INV-51759,2025-10-13,139.86,CHEQUE
PMT61195,INV-51760,2025-01-28,968.15,CARD
PMT61196,INV-51762,2026-04-28,1182.96,CHEQUE
PMT61197,INV-51763,2025-04-08,1008.32,CARD
PMT61198,INV-51765,2025-10-31,1175.62,BACS
PMT61199,INV-51768,2025-11-19,417.24,DD
PMT61200,INV-51769,2025-09-04,261.06,DD
PMT61201,INV-51770,2026-01-18,86.50,BACS
PMT61202,INV-51773,2026-03-14,437.92,CARD
PMT61203,INV-51774,2025-08-06,608.48,CHEQUE
PMT61204,INV-51775,2025-05-08,1408.66,CHEQUE
PMT61205,INV-51776,2025-11-08,889.84,BACS
PMT61206,INV-51777,2026-03-21,957.60,CHEQUE
PMT61207,INV-51779,2026-04-07,141.99,CARD
PMT61208,INV-51780,2025-11-26,610.40,BACS
PMT61209,INV-51781,2026-04-21,1487.05,BACS
PMT61210,INV-51783,2026-05-17,1492.38,CHEQUE
PMT61211,INV-51784,2025-12-26,614.70,CHEQUE
PMT61212,INV-51785,2026-04-27,933.10,CHEQUE
PMT61213,INV-51786,2025-12-01,343.77,CARD
PMT61214,INV-51787,2026-02-05,465.88,CHEQUE
PMT61215,INV-51788,2025-10-24,1141.66,BACS
PMT61216,INV-51790,2025-04-07,555.83,DD
PMT61217,INV-51792,2026-01-24,1343.61,DD
PMT61218,INV-51793,2025-02-18,1406.39,DD
PMT61219,INV-51795,2025-10-11,427.92,CARD
PMT61220,INV-51796,2026-04-10,285.53,BACS
PMT61221,INV-51797,2026-02-12,114.80,DD
PMT61222,INV-51800,2026-04-25,205.98,CARD
PMT61223,INV-51801,2026-03-29,1248.81,BACS
PMT61224,INV-51802,2026-05-28,531.01,DD
PMT61225,INV-51803,2025-10-16,927.92,CHEQUE
PMT61226,INV-51804,2026-05-10,501.82,CHEQUE
PMT61227,INV-51806,2025-08-11,1108.28,BACS
PMT61228,INV-51807,2025-11-20,1485.51,CHEQUE
PMT61229,INV-51809,2025-06-28,1374.84,DD
PMT61230,INV-51810,2025-02-02,141.67,CARD
PMT61231,INV-51811,2025-05-17,1207.32,CHEQUE
PMT61232,INV-51812,2025-06-03,1161.37,CARD
PMT61233,INV-51813,2026-02-19,1207.08,BACS
PMT61234,INV-51814,2025-08-31,891.69,BACS
PMT61235,INV-51815,2025-07-03,1027.40,CHEQUE
PMT61236,INV-51816,2025-09-16,39.38,CHEQUE
PMT61237,INV-51817,2026-04-03,740.24,CARD
PMT61238,INV-51818,2025-09-14,858.91,BACS
PMT61239,INV-51819,2025-08-23,687.66,CHEQUE
PMT61240,INV-51821,2025-09-27,510.97,CARD
PMT61241,INV-51823,2025-06-15,1151.21,DD
PMT61242,INV-51826,2025-01-23,445.45,DD
PMT61243,INV-51827,2025-11-21,1443.34,CHEQUE
PMT61244,INV-51828,2026-01-15,292.39,CHEQUE
PMT61245,INV-51829,2025-10-17,1254.51,CHEQUE
PMT61246,INV-51831,2025-09-13,1276.43,DD
PMT61247,INV-51834,2025-11-10,1186.45,BACS
PMT61248,INV-51835,2026-05-27,599.90,BACS
PMT61249,INV-51836,2025-03-07,340.92,BACS
PMT61250,INV-51837,2026-05-13,1260.59,DD
PMT61251,INV-51838,2026-05-16,959.66,CHEQUE
PMT61252,INV-51841,2026-05-22,80.81,CHEQUE
PMT61253,INV-51843,2026-04-29,799.52,CHEQUE
PMT61254,INV-51844,2026-05-28,811.93,BACS
PMT61255,INV-51845,2025-08-10,541.17,DD
PMT61256,INV-51846,2025-12-27,1216.41,CHEQUE
PMT61257,INV-51847,2025-07-01,578.83,DD
PMT61258,INV-51848,2026-01-12,284.60,BACS
PMT61259,INV-51852,2026-03-14,392.93,CARD
PMT61260,INV-51853,2025-09-29,959.34,DD
PMT61261,INV-51855,2026-05-28,431.36,BACS
PMT61262,INV-51856,2025-08-03,562.67,CHEQUE
PMT61263,INV-51858,2025-08-12,336.10,DD
PMT61264,INV-51859,2026-01-30,268.45,CARD
PMT61265,INV-51860,2025-06-15,21.28,DD
PMT61266,INV-51861,2025-04-06,713.66,CARD
PMT61267,INV-51862,2026-01-10,1371.92,BACS
PMT61268,INV-51863,2025-01-10,1482.78,CARD
PMT61269,INV-51864,2025-04-16,1101.07,CHEQUE
PMT61270,INV-51867,2026-01-06,1006.08,CARD
PMT61271,INV-51868,2025-05-17,168.90,DD
PMT61272,INV-51869,2025-03-08,521.69,BACS
PMT61273,INV-51870,2025-07-26,891.86,BACS
PMT61274,INV-51871,2025-06-17,739.94,DD
PMT61275,INV-51873,2025-11-17,892.53,CARD
PMT61276,INV-51874,2025-10-02,491.38,BACS
PMT61277,INV-51875,2025-06-19,1408.80,DD
PMT61278,INV-51877,2025-05-19,1114.76,CARD
PMT61279,INV-51878,2025-06-05,38.95,CHEQUE
PMT61280,INV-51881,2026-05-25,546.24,BACS
PMT61281,INV-51882,2026-01-05,955.41,CHEQUE
PMT61282,INV-51886,2025-02-08,312.74,BACS
PMT61283,INV-51887,2025-06-15,332.43,CARD
PMT61284,INV-51888,2025-04-04,1476.55,CHEQUE
PMT61285,INV-51889,2026-05-03,1206.84,CARD
PMT61286,INV-51892,2026-03-18,1414.79,DD
PMT61287,INV-51893,2025-11-30,381.22,DD
PMT61288,INV-51894,2025-12-24,584.98,DD
PMT61289,INV-51895,2026-05-03,1241.18,CARD
PMT61290,INV-51896,2025-08-15,820.67,CHEQUE
PMT61291,INV-51898,2025-04-18,1308.13,DD
PMT61292,INV-51899,2025-10-20,1085.21,CARD
PMT61293,INV-51900,2025-05-03,265.48,DD
PMT61294,INV-51901,2025-05-05,930.25,CARD
PMT61295,INV-51902,2025-08-15,706.86,BACS
PMT61296,INV-51904,2025-10-03,917.58,CARD
PMT61297,INV-51905,2026-03-21,660.96,CHEQUE
PMT61298,INV-51906,2025-01-10,1472.74,BACS
PMT61299,INV-51908,2025-01-28,112.87,CHEQUE
PMT61300,INV-51911,2025-05-07,1112.19,CARD
PMT61301,INV-51912,2025-11-28,1379.45,CARD
PMT61302,INV-51913,2025-07-29,173.20,DD
PMT61303,INV-51914,2025-11-16,356.54,CARD
PMT61304,INV-51915,2025-08-08,1007.39,BACS
PMT61305,INV-51916,2025-11-09,62.99,CHEQUE
PMT61306,INV-51917,2025-01-29,1397.01,DD
PMT61307,INV-51919,2025-07-22,1193.30,BACS
PMT61308,INV-51920,2025-01-30,22.21,BACS
PMT61309,INV-51921,2026-03-16,333.40,CHEQUE
PMT61310,INV-51922,2026-03-10,1149.95,CHEQUE
PMT61311,INV-51923,2025-10-15,108.17,DD
PMT61312,INV-51926,2025-08-29,816.81,CARD
PMT61313,INV-51927,2025-08-22,273.53,CHEQUE
PMT61314,INV-51928,2026-02-09,166.30,DD
PMT61315,INV-51929,2026-01-17,514.44,CHEQUE
PMT61316,INV-51930,2025-05-19,1063.98,CHEQUE
PMT61317,INV-51932,2025-11-19,846.84,CARD
PMT61318,INV-51933,2026-05-21,803.70,DD
PMT61319,INV-51935,2025-05-03,80.50,CARD
PMT61320,INV-51936,2025-02-19,792.59,CARD
PMT61321,INV-51938,2025-01-18,163.85,BACS
PMT61322,INV-51940,2025-11-01,1110.42,DD
PMT61323,INV-51942,2025-04-25,607.20,CHEQUE
PMT61324,INV-51947,2026-01-06,877.01,DD
PMT61325,INV-51948,2025-04-05,662.97,CARD
PMT61326,INV-51949,2026-03-07,769.70,CHEQUE
PMT61327,INV-51950,2025-05-21,648.77,BACS
PMT61328,INV-51952,2025-12-04,1142.50,DD
PMT61329,INV-51955,2025-06-22,337.79,BACS
PMT61330,INV-51956,2026-03-27,797.99,BACS
PMT61331,INV-51957,2025-09-01,166.74,CARD
PMT61332,INV-51958,2025-05-08,936.00,BACS
PMT61333,INV-51959,2025-06-22,1163.56,BACS
PMT61334,INV-51960,2025-07-08,1403.08,BACS
PMT61335,INV-51961,2025-08-27,1477.00,CHEQUE
PMT61336,INV-51964,2025-12-12,1040.16,DD
PMT61337,INV-51965,2026-02-13,347.94,BACS
PMT61338,INV-51967,2026-03-29,1227.79,DD
PMT61339,INV-51968,2025-07-20,122.44,CHEQUE
PMT61340,INV-51969,2025-05-02,1144.49,DD
PMT61341,INV-51972,2026-02-02,1393.67,CARD
PMT61342,INV-51973,2025-02-23,1330.08,CARD
PMT61343,INV-51976,2025-07-27,1202.90,CHEQUE
PMT61344,INV-51977,2025-11-29,437.15,DD
PMT61345,INV-51978,2025-12-23,648.18,CHEQUE
PMT61346,INV-51982,2025-10-25,486.31,CARD
PMT61347,INV-51983,2025-06-28,941.91,CHEQUE
PMT61348,INV-51985,2026-04-11,364.68,DD
PMT61349,INV-51986,2025-12-22,1246.73,CHEQUE
PMT61350,INV-51987,2026-01-29,896.61,CHEQUE
PMT61351,INV-51989,2025-07-19,1287.99,CARD
PMT61352,INV-51990,2025-10-01,774.45,CHEQUE
PMT61353,INV-51991,2025-09-24,1158.37,DD
PMT61354,INV-51992,2025-04-06,158.92,DD
PMT61355,INV-51994,2025-01-01,1051.88,BACS
PMT61356,INV-51995,2026-05-25,1448.77,BACS
PMT61357,INV-51996,2025-02-07,449.36,CARD
PMT61358,INV-51997,2025-07-12,815.50,BACS
PMT61359,INV-51998,2025-12-27,32.83,CARD
PMT61360,INV-51999,2025-01-06,713.33,CARD
PMT61361,INV-52000,2026-02-23,124.22,CARD
PMT61362,INV-52001,2026-03-04,1159.10,DD
PMT61363,INV-52002,2026-03-30,708.16,CARD
PMT61364,INV-52003,2025-02-21,402.92,BACS
PMT61365,INV-52004,2025-04-04,944.89,DD
PMT61366,INV-52005,2025-10-08,139.65,BACS
PMT61367,INV-52006,2026-05-08,232.14,BACS
PMT61368,INV-52009,2026-04-05,1115.66,CARD
PMT61369,INV-52011,2025-11-20,396.91,BACS
PMT61370,INV-52012,2026-05-14,246.25,CARD
PMT61371,INV-52013,2025-06-09,114.12,CARD
PMT61372,INV-52014,2025-03-04,1327.85,CHEQUE
PMT61373,INV-52015,2025-09-04,612.39,CHEQUE
PMT61374,INV-52016,2025-01-25,1440.71,CARD
PMT61375,INV-52017,2025-07-07,761.07,CHEQUE
PMT61376,INV-52018,2025-10-01,383.19,CHEQUE
PMT61377,INV-52019,2026-03-02,259.34,CARD
PMT61378,INV-52020,2025-11-22,867.79,DD
PMT61379,INV-52021,2025-03-06,262.21,CHEQUE
PMT61380,INV-52022,2025-01-12,487.24,DD
PMT61381,INV-52023,2025-01-20,185.24,BACS
PMT61382,INV-52026,2025-09-10,978.99,CARD
PMT61383,INV-52030,2025-04-19,830.96,BACS
PMT61384,INV-52031,2026-01-22,1244.11,BACS
PMT61385,INV-52034,2025-10-08,894.43,BACS
PMT61386,INV-52035,2025-05-18,534.52,DD
PMT61387,INV-52036,2025-02-17,465.42,CARD
PMT61388,INV-52037,2026-02-17,1165.63,CARD
PMT61389,INV-52039,2025-09-14,1294.90,CARD
PMT61390,INV-52040,2025-11-09,1328.10,DD
PMT61391,INV-52043,2025-09-17,1361.36,CARD
PMT61392,INV-52044,2026-04-21,1228.28,CHEQUE
PMT61393,INV-52045,2025-11-19,343.27,CHEQUE
PMT61394,INV-52048,2025-04-15,1056.31,BACS
PMT61395,INV-52051,2025-08-29,164.03,DD
PMT61396,INV-52052,2026-04-02,441.15,CARD
PMT61397,INV-52054,2026-05-12,245.19,DD
PMT61398,INV-52055,2025-10-03,775.70,CARD
PMT61399,INV-52056,2026-01-13,1183.19,CHEQUE
PMT61400,INV-52057,2026-02-26,912.47,BACS
PMT61401,INV-52059,2025-03-25,584.39,BACS
PMT61402,INV-52060,2025-07-10,38.82,DD
PMT61403,INV-52061,2025-04-30,1470.81,DD
PMT61404,INV-52063,2025-04-02,1418.15,CHEQUE
PMT61405,INV-52067,2026-04-13,850.44,DD
PMT61406,INV-52068,2025-09-23,1249.13,CARD
PMT61407,INV-52070,2025-03-18,933.87,CHEQUE
PMT61408,INV-52071,2025-06-28,1033.29,DD
PMT61409,INV-52072,2025-07-12,471.01,BACS
PMT61410,INV-52073,2025-11-14,457.95,BACS
PMT61411,INV-52074,2025-04-04,523.26,CARD
PMT61412,INV-52077,2025-07-15,90.55,DD
PMT61413,INV-52080,2026-02-15,816.71,CHEQUE
PMT61414,INV-52081,2025-02-23,497.89,DD
PMT61415,INV-52082,2025-03-20,26.46,DD
PMT61416,INV-52083,2025-07-31,903.87,DD
PMT61417,INV-52084,2026-02-22,964.99,CHEQUE
PMT61418,INV-52085,2025-12-07,953.51,DD
PMT61419,INV-52087,2026-04-26,323.33,BACS
PMT61420,INV-52089,2025-10-18,787.66,CARD
PMT61421,INV-52090,2025-07-12,1293.74,DD
PMT61422,INV-52093,2026-01-16,988.78,DD
PMT61423,INV-52094,2025-06-15,73.35,DD
PMT61424,INV-52095,2026-04-27,914.74,CHEQUE
PMT61425,INV-52097,2025-03-07,366.88,BACS
PMT61426,INV-52099,2025-11-16,352.62,CARD
PMT61427,INV-52100,2025-07-18,608.48,CARD
PMT61428,INV-52102,2025-12-30,266.56,CARD
PMT61429,INV-52103,2025-03-27,672.30,CHEQUE
PMT61430,INV-52104,2025-01-03,1318.29,DD
PMT61431,INV-52107,2026-02-24,100.04,CARD
PMT61432,INV-52109,2025-07-21,826.53,BACS
PMT61433,INV-52110,2025-01-14,1291.95,CARD
PMT61434,INV-52111,2025-06-15,1457.48,CHEQUE
PMT61435,INV-52114,2025-06-09,241.88,BACS
PMT61436,INV-52115,2025-10-14,952.81,BACS
PMT61437,INV-52116,2025-05-04,1151.44,CHEQUE
PMT61438,INV-52117,2025-05-01,718.44,DD
PMT61439,INV-52118,2026-03-23,66.73,BACS
PMT61440,INV-52120,2025-02-16,214.74,CARD
PMT61441,INV-52124,2025-01-21,120.08,DD
PMT61442,INV-52125,2026-05-22,40.17,CARD
PMT61443,INV-52126,2025-12-23,761.96,CHEQUE
PMT61444,INV-52129,2025-10-13,978.04,CHEQUE
PMT61445,INV-52130,2025-04-11,831.50,BACS
PMT61446,INV-52131,2026-05-26,1414.67,CARD
PMT61447,INV-52132,2026-04-26,996.80,CHEQUE
PMT61448,INV-52133,2025-01-23,360.84,CARD
PMT61449,INV-52134,2025-09-11,1400.83,BACS
PMT61450,INV-52135,2026-02-08,1028.42,CHEQUE
PMT61451,INV-52137,2025-05-12,487.10,DD
PMT61452,INV-52138,2025-09-21,473.09,CHEQUE
PMT61453,INV-52139,2026-05-13,1316.45,BACS
PMT61454,INV-52140,2026-02-03,486.25,DD
PMT61455,INV-52141,2025-04-02,840.97,DD
PMT61456,INV-52142,2026-03-12,469.15,CHEQUE
PMT61457,INV-52145,2026-05-10,263.07,BACS
PMT61458,INV-52151,2025-06-26,882.17,BACS
PMT61459,INV-52152,2025-05-11,505.57,DD
PMT61460,INV-52157,2025-09-08,1487.12,CARD
PMT61461,INV-52158,2025-05-26,599.96,DD
PMT61462,INV-52160,2025-07-17,235.09,CHEQUE
PMT61463,INV-52161,2025-03-01,1356.18,BACS
PMT61464,INV-52162,2025-03-16,353.20,CHEQUE
PMT61465,INV-52163,2025-12-18,1348.21,CHEQUE
PMT61466,INV-52164,2025-09-24,983.60,BACS
PMT61467,INV-52166,2025-07-05,696.54,DD
PMT61468,INV-52167,2025-04-29,245.28,CHEQUE
PMT61469,INV-52168,2025-12-11,1494.27,CARD
PMT61470,INV-52169,2026-04-21,73.35,DD
PMT61471,INV-52170,2025-10-10,330.37,CARD
PMT61472,INV-52171,2025-05-13,425.62,DD
PMT61473,INV-52172,2025-12-12,103.45,DD
PMT61474,INV-52174,2025-09-13,186.17,DD
PMT61475,INV-52175,2026-04-15,633.30,DD
PMT61476,INV-52176,2026-01-17,640.12,CARD
PMT61477,INV-52177,2025-07-16,257.16,CHEQUE
PMT61478,INV-52178,2025-04-20,449.89,BACS
PMT61479,INV-52179,2025-07-18,354.17,BACS
PMT61480,INV-52181,2026-01-29,886.21,BACS
PMT61481,INV-52182,2025-12-18,991.58,CHEQUE
PMT61482,INV-52183,2026-01-11,942.48,BACS
PMT61483,INV-52186,2025-11-27,427.41,CARD
PMT61484,INV-52187,2025-09-01,631.40,DD
PMT61485,INV-52188,2025-06-09,746.43,CARD
PMT61486,INV-52189,2025-02-26,1478.68,DD
PMT61487,INV-52190,2025-12-08,690.50,DD
PMT61488,INV-52194,2025-11-16,290.06,CHEQUE
PMT61489,INV-52195,2025-04-20,279.19,DD
PMT61490,INV-52197,2025-06-17,140.95,CHEQUE
PMT61491,INV-52198,2025-10-15,478.92,DD
PMT61492,INV-52201,2025-04-19,879.74,CARD
PMT61493,INV-52202,2026-02-07,225.06,BACS
PMT61494,INV-52203,2026-04-16,30.17,CHEQUE
PMT61495,INV-52204,2026-04-06,166.52,CHEQUE
PMT61496,INV-52205,2025-01-04,1288.31,CARD
PMT61497,INV-52206,2025-11-09,958.42,DD
PMT61498,INV-52207,2026-02-26,855.80,DD
PMT61499,INV-52208,2025-08-16,1391.14,DD
PMT61500,INV-52209,2025-06-13,869.81,BACS
PMT61501,INV-52210,2025-03-27,212.35,CARD
PMT61502,INV-52211,2026-04-15,35.38,BACS
PMT61503,INV-52212,2026-04-28,790.89,BACS
PMT61504,INV-52214,2025-05-08,650.20,CHEQUE
