Id,inv_no,Date,acct,ship_no,charge_type,Amount,ccy,tax,Status
IL902048,INV-51449,2025-08-28,P-1077,SH101771,BASE,78.50,GBP,15.70,CREDITED
IL902049,INV-51450,2025-12-14,P-1125,SH101772,BASE,121.66,GBP,24.33,PAID
IL902050,INV-51450,2025-12-14,P-1125,SH101772,FUEL,7.76,GBP,1.55,PAID
IL902051,INV-51451,2025-01-09,P-1018,SH101773,BASE,93.14,EUR,18.63,OPEN
IL902052,INV-51452,2025-10-05,P-1084,SH101774,BASE,659.08,GBP,131.82,OPEN
IL902053,INV-51452,2025-10-05,P-1084,SH101774,FUEL,61.80,GBP,12.36,OPEN
IL902054,INV-51453,2026-02-14,P-1128,SH101777,BASE,903.80,GBP,180.76,PAID
IL902055,INV-51454,2026-02-02,P-1122,SH101778,BASE,665.62,EUR,133.12,PAID
IL902056,INV-51455,2026-01-24,P-1065,SH101779,BASE,86.58,GBP,17.32,CREDITED
IL902057,INV-51456,2026-04-03,P-1146,SH101780,BASE,27.32,GBP,5.46,PAID
IL902058,INV-51456,2026-04-03,P-1146,SH101780,FUEL,3.35,GBP,0.67,PAID
IL902059,INV-51457,2025-12-17,P-1240,SH101781,BASE,686.45,GBP,137.29,PAID
IL902060,INV-51458,2025-02-19,P-1004,SH101782,BASE,355.41,GBP,71.08,PAID
IL902061,INV-51459,2025-03-29,P-1136,SH101783,BASE,105.65,GBP,21.13,PAID
IL902062,INV-51460,2025-12-17,P-1141,SH101784,BASE,378.30,GBP,75.66,PAID
IL902063,INV-51460,2025-12-17,P-1141,SH101784,FUEL,37.90,GBP,7.58,PAID
IL902064,INV-51461,2025-05-09,P-1221,SH101787,BASE,475.37,GBP,95.07,PAID
IL902065,INV-51461,2025-05-09,P-1221,SH101787,FUEL,29.38,GBP,5.88,PAID
IL902066,INV-51462,2026-05-18,P-1204,SH101788,BASE,411.52,GBP,82.30,PAID
IL902067,INV-51463,2026-05-10,P-1025,SH101789,BASE,31.21,GBP,6.24,PAID
IL902068,INV-51464,2025-10-31,P-1027,SH101790,BASE,441.65,EUR,88.33,PAID
IL902069,INV-51465,2026-01-22,P-1167,SH101792,BASE,42.81,GBP,8.56,PAID
IL902070,INV-51465,2026-01-22,P-1167,SH101792,ACCESSORIAL,34.38,GBP,6.88,PAID
IL902071,INV-51466,2025-08-02,P-1149,SH101793,BASE,598.46,GBP,119.69,VOID
IL902072,INV-51466,2025-08-02,P-1149,SH101793,ACCESSORIAL,30.33,GBP,6.07,VOID
IL902073,INV-51467,2025-10-10,P-1080,SH101795,BASE,687.00,GBP,137.40,PAID
IL902074,INV-51468,2025-05-25,P-1178,SH101796,BASE,610.90,GBP,122.18,PAID
IL902075,INV-51469,2026-02-02,P-1135,SH101797,BASE,71.65,GBP,14.33,VOID
IL902076,INV-51469,2026-02-02,P-1135,SH101797,FUEL,5.04,GBP,1.01,VOID
IL902077,INV-51470,2025-07-10,P-1160,SH101798,BASE,140.58,EUR,28.12,PAID
IL902078,INV-51470,2025-07-10,P-1160,SH101798,FUEL,17.68,EUR,3.54,PAID
IL902079,INV-51471,2025-02-24,P-1183,SH101799,BASE,534.84,GBP,106.97,CREDITED
IL902080,INV-51471,2025-02-24,P-1183,SH101799,FUEL,39.68,GBP,7.94,CREDITED
IL902081,INV-51472,2026-04-07,P-1099,SH101800,BASE,302.43,GBP,60.49,PAID
IL902082,INV-51472,2026-04-07,P-1099,SH101800,ACCESSORIAL,42.22,GBP,8.44,PAID
IL902083,INV-51473,2025-10-23,P-1004,SH101801,BASE,343.28,GBP,68.66,PAID
IL902084,INV-51473,2025-10-23,P-1004,SH101801,FUEL,35.80,GBP,7.16,PAID
IL902085,INV-51474,2026-02-23,P-1142,SH101802,BASE,233.09,GBP,46.62,PAID
IL902086,INV-51475,2026-02-14,P-1101,SH101804,BASE,124.14,GBP,24.83,PAID
IL902087,INV-51476,2026-02-17,P-1083,SH101805,BASE,1009.69,GBP,201.94,PAID
IL902088,INV-51476,2026-02-17,P-1083,SH101805,FUEL,80.24,GBP,16.05,PAID
IL902089,INV-51477,2025-04-10,P-1067,SH101806,BASE,551.79,GBP,110.36,VOID
IL902090,INV-51478,2026-01-02,P-1197,SH101807,BASE,152.64,GBP,30.53,PAID
IL902091,INV-51479,2026-04-24,P-1179,SH101808,BASE,382.18,GBP,76.44,PAID
IL902092,INV-51479,2026-04-24,P-1179,SH101808,ACCESSORIAL,42.03,GBP,8.41,PAID
IL902093,INV-51480,2025-07-03,P-1128,SH101809,BASE,129.08,EUR,25.82,PAID
IL902094,INV-51480,2025-07-03,P-1128,SH101809,FUEL,15.02,EUR,3.00,PAID
IL902095,INV-51480,2025-07-03,P-1128,SH101809,ACCESSORIAL,18.16,EUR,3.63,PAID
IL902096,INV-51481,2025-02-23,P-1186,SH101810,BASE,240.93,EUR,48.19,CREDITED
IL902097,INV-51481,2025-02-23,P-1186,SH101810,FUEL,21.42,EUR,4.28,CREDITED
IL902098,INV-51482,2026-01-22,P-1239,SH101811,BASE,418.19,GBP,83.64,CREDITED
IL902099,INV-51483,2025-06-03,P-1217,SH101812,BASE,359.70,GBP,71.94,PAID
IL902100,INV-51484,2025-01-14,P-1143,SH101813,BASE,518.83,EUR,103.77,OPEN
IL902101,INV-51485,2025-02-21,P-1055,SH101814,BASE,123.62,GBP,24.72,PAID
IL902102,INV-51486,2025-02-07,P-1172,SH101816,BASE,197.54,GBP,39.51,PAID
IL902103,INV-51487,2025-04-25,P-1193,SH101817,BASE,195.20,GBP,39.04,PAID
IL902104,INV-51488,2025-10-22,P-1016,SH101818,BASE,514.38,GBP,102.88,PAID
IL902105,INV-51489,2025-02-27,P-1097,SH101819,BASE,387.82,GBP,77.56,OPEN
IL902106,INV-51489,2025-02-27,P-1097,SH101819,ACCESSORIAL,51.12,GBP,10.22,OPEN
IL902107,INV-51490,2025-12-27,P-1006,SH101821,BASE,196.72,GBP,39.34,PAID
IL902108,INV-51491,2025-05-29,P-1007,SH101822,BASE,687.22,GBP,137.44,PAID
IL902109,INV-51491,2025-05-29,P-1007,SH101822,FUEL,86.40,GBP,17.28,PAID
IL902110,INV-51492,2026-01-19,P-1238,SH101823,BASE,899.54,GBP,179.91,PAID
IL902111,INV-51493,2026-02-17,P-1194,SH101825,BASE,679.06,GBP,135.81,CREDITED
IL902112,INV-51494,2026-03-07,P-1148,SH101827,BASE,785.38,GBP,157.08,PAID
IL902113,INV-51495,2025-08-06,P-1108,SH101828,BASE,203.54,GBP,40.71,CREDITED
IL902114,INV-51496,2026-03-30,P-1079,SH101830,BASE,442.23,GBP,88.45,PAID
IL902115,INV-51496,2026-03-30,P-1079,SH101830,FUEL,54.52,GBP,10.90,PAID
IL902116,INV-51497,2025-02-23,P-1196,SH101831,BASE,535.66,GBP,107.13,PAID
IL902117,INV-51498,2025-01-22,P-1153,SH101832,BASE,176.09,GBP,35.22,PAID
IL902118,INV-51499,2025-11-11,P-1227,SH101833,BASE,551.14,GBP,110.23,PAID
IL902119,INV-51499,2025-11-11,P-1227,SH101833,FUEL,59.05,GBP,11.81,PAID
IL902120,INV-51500,2025-12-20,P-1074,SH101834,BASE,333.43,EUR,66.69,PAID
IL902121,INV-51501,2025-04-13,P-1012,SH101835,BASE,82.44,GBP,16.49,PAID
IL902122,INV-51502,2026-02-08,P-1058,SH101836,BASE,244.36,EUR,48.87,PAID
IL902123,INV-51503,2025-06-30,P-1231,SH101837,BASE,104.24,GBP,20.85,PAID
IL902124,INV-51503,2025-06-30,P-1231,SH101837,ACCESSORIAL,44.67,GBP,8.93,PAID
IL902125,INV-51504,2025-11-16,P-1027,SH101838,BASE,246.34,GBP,49.27,CREDITED
IL902126,INV-51505,2025-12-25,P-1240,SH101840,BASE,268.92,GBP,53.78,PAID
IL902127,INV-51505,2025-12-25,P-1240,SH101840,FUEL,19.64,GBP,3.93,PAID
IL902128,INV-51506,2026-04-08,P-1168,SH101841,BASE,339.01,GBP,67.80,PAID
IL902129,INV-51507,2026-01-30,P-1207,SH101843,BASE,174.66,GBP,34.93,PAID
IL902130,INV-51508,2025-09-25,P-1105,SH101844,BASE,625.84,GBP,125.17,PAID
IL902131,INV-51509,2026-05-02,P-1025,SH101847,BASE,220.86,GBP,44.17,PAID
IL902132,INV-51510,2025-12-11,P-1040,SH101848,BASE,771.22,GBP,154.24,PAID
IL902133,INV-51511,2025-11-05,P-1081,SH101849,BASE,557.34,GBP,111.47,OPEN
IL902134,INV-51512,2025-02-06,P-1170,SH101850,BASE,532.12,GBP,106.42,PAID
IL902135,INV-51513,2025-06-08,P-1115,SH101851,BASE,328.68,GBP,65.74,PAID
IL902136,INV-51514,2026-04-18,P-1147,SH101852,BASE,136.71,GBP,27.34,OPEN
IL902137,INV-51515,2026-05-02,P-1188,SH101853,BASE,565.16,GBP,113.03,PAID
IL902138,INV-51515,2026-05-02,P-1188,SH101853,FUEL,45.37,GBP,9.07,PAID
IL902139,INV-51516,2025-07-08,P-1192,SH101854,BASE,57.31,GBP,11.46,CREDITED
IL902140,INV-51516,2025-07-08,P-1192,SH101854,FUEL,7.33,GBP,1.47,CREDITED
IL902141,INV-51517,2025-07-20,P-1181,SH101855,BASE,237.43,EUR,47.49,OPEN
IL902142,INV-51518,2025-09-30,P-1202,SH101856,BASE,460.76,GBP,92.15,PAID
IL902143,INV-51518,2025-09-30,P-1202,SH101856,FUEL,44.58,GBP,8.92,PAID
IL902144,INV-51519,2025-06-15,P-1157,SH101857,BASE,33.32,GBP,6.66,CREDITED
IL902145,INV-51520,2025-04-25,P-1171,SH101858,BASE,624.55,GBP,124.91,PAID
IL902146,INV-51520,2025-04-25,P-1171,SH101858,FUEL,79.92,GBP,15.98,PAID
IL902147,INV-51521,2025-01-20,P-1164,SH101859,BASE,97.86,GBP,19.57,VOID
IL902148,INV-51522,2026-01-07,P-1180,SH101861,BASE,34.91,GBP,6.98,VOID
IL902149,INV-51523,2026-01-21,P-1067,SH101862,BASE,444.16,GBP,88.83,PAID
IL902150,INV-51524,2025-12-08,P-1137,SH101863,BASE,154.11,GBP,30.82,PAID
IL902151,INV-51525,2026-04-13,P-1129,SH101864,BASE,718.98,GBP,143.80,PAID
IL902152,INV-51526,2025-05-18,P-1131,SH101865,BASE,115.49,GBP,23.10,OPEN
IL902153,INV-51527,2025-08-13,P-1179,SH101867,BASE,94.90,EUR,18.98,PAID
IL902154,INV-51528,2025-02-04,P-1059,SH101868,BASE,365.18,GBP,73.04,PAID
IL902155,INV-51529,2025-05-10,P-1229,SH101869,BASE,113.95,GBP,22.79,OPEN
IL902156,INV-51530,2025-03-22,P-1098,SH101870,BASE,194.95,GBP,38.99,OPEN
IL902157,INV-51531,2025-01-06,P-1055,SH101871,BASE,247.08,GBP,49.42,CREDITED
IL902158,INV-51532,2026-03-01,P-1236,SH101873,BASE,167.61,GBP,33.52,PAID
IL902159,INV-51532,2026-03-01,P-1236,SH101873,FUEL,21.09,GBP,4.22,PAID
IL902160,INV-51533,2025-07-15,P-1095,SH101874,BASE,432.12,GBP,86.42,PAID
IL902161,INV-51533,2025-07-15,P-1095,SH101874,FUEL,26.30,GBP,5.26,PAID
IL902162,INV-51534,2026-05-05,P-1113,SH101875,BASE,488.38,GBP,97.68,PAID
IL902163,INV-51534,2026-05-05,P-1113,SH101875,FUEL,40.30,GBP,8.06,PAID
IL902164,INV-51535,2026-03-13,P-1145,SH101876,BASE,213.96,GBP,42.79,PAID
IL902165,INV-51535,2026-03-13,P-1145,SH101876,FUEL,27.48,GBP,5.50,PAID
IL902166,INV-51536,2025-02-05,P-1220,SH101877,BASE,99.35,GBP,19.87,OPEN
IL902167,INV-51537,2026-02-17,P-1074,SH101880,BASE,166.13,GBP,33.23,PAID
IL902168,INV-51538,2025-10-05,P-1094,SH101881,BASE,194.50,GBP,38.90,OPEN
IL902169,INV-51539,2025-04-01,P-1001,SH101882,BASE,200.11,GBP,40.02,PAID
IL902170,INV-51540,2025-03-13,P-1179,SH101884,BASE,356.60,GBP,71.32,CREDITED
IL902171,INV-51541,2026-02-22,P-1140,SH101887,BASE,373.04,GBP,74.61,PAID
IL902172,INV-51542,2026-01-21,P-1099,SH101888,BASE,373.24,GBP,74.65,PAID
IL902173,INV-51543,2025-12-07,P-1039,SH101889,BASE,545.89,GBP,109.18,VOID
IL902174,INV-51543,2025-12-07,P-1039,SH101889,ACCESSORIAL,26.98,GBP,5.40,VOID
IL902175,INV-51544,2026-03-02,P-1003,SH101890,BASE,47.03,EUR,9.41,PAID
IL902176,INV-51545,2026-05-25,P-1093,SH101891,BASE,589.99,GBP,118.00,OPEN
IL902177,INV-51545,2026-05-25,P-1093,SH101891,FUEL,41.74,GBP,8.35,OPEN
IL902178,INV-51546,2026-02-08,P-1078,SH101892,BASE,101.36,GBP,20.27,OPEN
IL902179,INV-51546,2026-02-08,P-1078,SH101892,FUEL,6.70,GBP,1.34,OPEN
IL902180,INV-51547,2025-08-14,P-1092,SH101894,BASE,856.69,EUR,171.34,PAID
IL902181,INV-51547,2025-08-14,P-1092,SH101894,ACCESSORIAL,32.10,EUR,6.42,PAID
IL902182,INV-51548,2026-03-22,P-1063,SH101895,BASE,210.00,EUR,42.00,PAID
IL902183,INV-51548,2026-03-22,P-1063,SH101895,FUEL,15.34,EUR,3.07,PAID
IL902184,INV-51549,2025-06-14,P-1192,SH101899,BASE,451.64,GBP,90.33,CREDITED
IL902185,INV-51550,2025-11-04,P-1186,SH101900,BASE,94.62,GBP,18.92,PAID
IL902186,INV-51551,2026-04-18,P-1026,SH101901,BASE,233.08,GBP,46.62,OPEN
IL902187,INV-51552,2026-03-31,P-1154,SH101902,BASE,141.93,GBP,28.39,PAID
IL902188,INV-51553,2026-01-30,P-1214,SH101903,BASE,213.38,GBP,42.68,PAID
IL902189,INV-51554,2026-01-23,P-1176,SH101904,BASE,900.92,GBP,180.18,CREDITED
IL902190,INV-51555,2025-07-09,P-1058,SH101905,BASE,83.55,GBP,16.71,PAID
IL902191,INV-51555,2025-07-09,P-1058,SH101905,FUEL,8.59,GBP,1.72,PAID
IL902192,INV-51556,2025-03-23,P-1088,SH101906,BASE,138.67,GBP,27.73,OPEN
IL902193,INV-51556,2025-03-23,P-1088,SH101906,FUEL,17.72,GBP,3.54,OPEN
IL902194,INV-51557,2026-05-07,P-1082,SH101907,BASE,985.79,GBP,197.16,PAID
IL902195,INV-51557,2026-05-07,P-1082,SH101907,FUEL,70.15,GBP,14.03,PAID
IL902196,INV-51558,2025-07-05,P-1061,SH101908,BASE,241.77,GBP,48.35,OPEN
IL902197,INV-51559,2025-04-14,P-1044,SH101909,BASE,257.75,GBP,51.55,PAID
IL902198,INV-51559,2025-04-14,P-1044,SH101909,FUEL,32.28,GBP,6.46,PAID
IL902199,INV-51560,2025-08-04,P-1168,SH101910,BASE,550.17,GBP,110.03,PAID
IL902200,INV-51561,2025-11-23,P-1124,SH101911,BASE,143.47,GBP,28.69,CREDITED
IL902201,INV-51561,2025-11-23,P-1124,SH101911,FUEL,20.00,GBP,4.00,CREDITED
IL902202,INV-51562,2026-04-26,P-1077,SH101912,BASE,181.20,GBP,36.24,OPEN
IL902203,INV-51563,2025-08-10,P-1118,SH101913,BASE,526.39,GBP,105.28,OPEN
IL902204,INV-51563,2025-08-10,P-1118,SH101913,FUEL,41.93,GBP,8.39,OPEN
IL902205,INV-51564,2025-10-02,P-1141,SH101914,BASE,224.81,GBP,44.96,OPEN
IL902206,INV-51564,2025-10-02,P-1141,SH101914,FUEL,28.07,GBP,5.61,OPEN
IL902207,INV-51565,2025-02-05,P-1142,SH101916,BASE,143.31,EUR,28.66,PAID
IL902208,INV-51565,2025-02-05,P-1142,SH101916,FUEL,12.29,EUR,2.46,PAID
IL902209,INV-51565,2025-02-05,P-1142,SH101916,ACCESSORIAL,26.84,EUR,5.37,PAID
IL902210,INV-51566,2026-01-04,P-1029,SH101917,BASE,88.81,GBP,17.76,PAID
IL902211,INV-51567,2025-12-10,P-1189,SH101918,BASE,773.47,EUR,154.69,PAID
IL902212,INV-51567,2025-12-10,P-1189,SH101918,FUEL,80.70,EUR,16.14,PAID
IL902213,INV-51567,2025-12-10,P-1189,SH101918,ACCESSORIAL,30.46,EUR,6.09,PAID
IL902214,INV-51568,2026-03-25,P-1101,SH101919,BASE,77.83,EUR,15.57,OPEN
IL902215,INV-51569,2025-05-25,P-1143,SH101920,BASE,77.73,GBP,15.55,OPEN
IL902216,INV-51570,2025-06-28,P-1221,SH101921,BASE,486.36,EUR,97.27,PAID
IL902217,INV-51571,2025-10-31,P-1137,SH101923,BASE,156.17,GBP,31.23,PAID
IL902218,INV-51572,2025-01-22,P-1117,SH101925,BASE,335.68,GBP,67.14,PAID
IL902219,INV-51572,2025-01-22,P-1117,SH101925,ACCESSORIAL,58.78,GBP,11.76,PAID
IL902220,INV-51573,2026-01-04,P-1211,SH101926,BASE,234.29,GBP,46.86,OPEN
IL902221,INV-51574,2025-11-23,P-1020,SH101927,BASE,249.40,GBP,49.88,PAID
IL902222,INV-51575,2025-12-26,P-1038,SH101928,BASE,552.02,GBP,110.40,PAID
IL902223,INV-51576,2025-08-05,P-1114,SH101930,BASE,464.40,GBP,92.88,OPEN
IL902224,INV-51576,2025-08-05,P-1114,SH101930,FUEL,51.78,GBP,10.36,OPEN
IL902225,INV-51577,2025-01-29,P-1229,SH101931,BASE,581.17,GBP,116.23,CREDITED
IL902226,INV-51577,2025-01-29,P-1229,SH101931,ACCESSORIAL,8.58,GBP,1.72,CREDITED
IL902227,INV-51578,2026-02-07,P-1061,SH101932,BASE,111.09,GBP,22.22,OPEN
IL902228,INV-51579,2025-07-22,P-1138,SH101933,BASE,231.36,GBP,46.27,OPEN
IL902229,INV-51580,2025-01-18,P-1037,SH101935,BASE,522.15,GBP,104.43,PAID
IL902230,INV-51580,2025-01-18,P-1037,SH101935,FUEL,67.32,GBP,13.46,PAID
IL902231,INV-51581,2025-12-24,P-1060,SH101936,BASE,44.39,GBP,8.88,PAID
IL902232,INV-51582,2025-10-14,P-1060,SH101938,BASE,44.24,GBP,8.85,PAID
IL902233,INV-51583,2026-03-29,P-1109,SH101939,BASE,302.41,EUR,60.48,PAID
IL902234,INV-51583,2026-03-29,P-1109,SH101939,FUEL,32.44,EUR,6.49,PAID
IL902235,INV-51584,2026-01-07,P-1185,SH101940,BASE,320.84,GBP,64.17,PAID
IL902236,INV-51585,2026-05-18,P-1237,SH101941,BASE,683.46,GBP,136.69,PAID
IL902237,INV-51585,2026-05-18,P-1237,SH101941,FUEL,63.29,GBP,12.66,PAID
IL902238,INV-51586,2026-01-12,P-1206,SH101942,BASE,150.79,GBP,30.16,PAID
IL902239,INV-51587,2025-04-02,P-1029,SH101943,BASE,178.27,GBP,35.65,PAID
IL902240,INV-51588,2025-10-02,P-1213,SH101944,BASE,553.01,GBP,110.60,PAID
IL902241,INV-51589,2025-04-23,P-1189,SH101945,BASE,747.12,GBP,149.42,PAID
IL902242,INV-51590,2025-12-14,P-1223,SH101946,BASE,409.84,GBP,81.97,PAID
IL902243,INV-51591,2025-04-20,P-1179,SH101947,BASE,95.71,GBP,19.14,OPEN
IL902244,INV-51592,2025-07-08,P-1209,SH101948,BASE,131.85,GBP,26.37,PAID
IL902245,INV-51593,2025-04-06,P-1061,SH101949,BASE,556.25,GBP,111.25,OPEN
IL902246,INV-51594,2025-02-07,P-1141,SH101950,BASE,867.02,GBP,173.40,PAID
IL902247,INV-51595,2025-10-30,P-1177,SH101951,BASE,479.27,EUR,95.85,PAID
IL902248,INV-51595,2025-10-30,P-1177,SH101951,FUEL,60.28,EUR,12.06,PAID
IL902249,INV-51596,2026-02-23,P-1157,SH101952,BASE,630.29,EUR,126.06,PAID
IL902250,INV-51597,2025-06-11,P-1131,SH101953,BASE,545.13,GBP,109.03,PAID
IL902251,INV-51598,2025-03-29,P-1054,SH101954,BASE,157.79,GBP,31.56,PAID
IL902252,INV-51599,2025-08-07,P-1165,SH101955,BASE,565.85,GBP,113.17,PAID
IL902253,INV-51599,2025-08-07,P-1165,SH101955,FUEL,52.00,GBP,10.40,PAID
IL902254,INV-51600,2025-08-29,P-1087,SH101956,BASE,624.87,GBP,124.97,CREDITED
IL902255,INV-51601,2025-03-17,P-1072,SH101958,BASE,811.01,GBP,162.20,VOID
IL902256,INV-51602,2025-11-16,P-1192,SH101959,BASE,142.40,EUR,28.48,OPEN
IL902257,INV-51602,2025-11-16,P-1192,SH101959,ACCESSORIAL,46.66,EUR,9.33,OPEN
IL902258,INV-51603,2026-05-15,P-1027,SH101960,BASE,355.90,GBP,71.18,OPEN
IL902259,INV-51603,2026-05-15,P-1027,SH101960,FUEL,45.88,GBP,9.18,OPEN
IL902260,INV-51603,2026-05-15,P-1027,SH101960,ACCESSORIAL,21.77,GBP,4.35,OPEN
IL902261,INV-51604,2025-04-24,P-1145,SH101961,BASE,329.37,GBP,65.87,OPEN
IL902262,INV-51605,2025-07-15,P-1188,SH101962,BASE,273.79,GBP,54.76,PAID
IL902263,INV-51606,2026-01-16,P-1184,SH101963,BASE,175.84,GBP,35.17,OPEN
IL902264,INV-51606,2026-01-16,P-1184,SH101963,FUEL,20.95,GBP,4.19,OPEN
IL902265,INV-51607,2026-04-17,P-1135,SH101964,BASE,579.17,GBP,115.83,PAID
IL902266,INV-51608,2025-01-24,P-1139,SH101965,BASE,525.18,EUR,105.04,CREDITED
IL902267,INV-51608,2025-01-24,P-1139,SH101965,FUEL,39.58,EUR,7.92,CREDITED
IL902268,INV-51609,2025-09-27,P-1232,SH101966,BASE,163.14,GBP,32.63,PAID
IL902269,INV-51610,2026-02-09,P-1116,SH101967,BASE,286.43,GBP,57.29,PAID
IL902270,INV-51611,2025-11-09,P-1017,SH101968,BASE,195.89,GBP,39.18,PAID
IL902271,INV-51612,2026-03-27,P-1018,SH101969,BASE,129.71,GBP,25.94,PAID
IL902272,INV-51612,2026-03-27,P-1018,SH101969,ACCESSORIAL,39.58,GBP,7.92,PAID
IL902273,INV-51613,2026-04-09,P-1062,SH101970,BASE,871.08,GBP,174.22,CREDITED
IL902274,INV-51613,2026-04-09,P-1062,SH101970,FUEL,97.11,GBP,19.42,CREDITED
IL902275,INV-51614,2025-11-07,P-1192,SH101972,BASE,216.75,GBP,43.35,PAID
IL902276,INV-51614,2025-11-07,P-1192,SH101972,FUEL,18.16,GBP,3.63,PAID
IL902277,INV-51615,2025-02-11,P-1026,SH101973,BASE,460.12,GBP,92.02,PAID
IL902278,INV-51615,2025-02-11,P-1026,SH101973,FUEL,61.01,GBP,12.20,PAID
IL902279,INV-51616,2026-03-12,P-1021,SH101975,BASE,201.05,EUR,40.21,PAID
IL902280,INV-51616,2026-03-12,P-1021,SH101975,FUEL,22.45,EUR,4.49,PAID
IL902281,INV-51616,2026-03-12,P-1021,SH101975,ACCESSORIAL,10.51,EUR,2.10,PAID
IL902282,INV-51617,2025-06-16,P-1053,SH101976,BASE,460.32,GBP,92.06,PAID
IL902283,INV-51617,2025-06-16,P-1053,SH101976,FUEL,58.13,GBP,11.63,PAID
IL902284,INV-51618,2026-02-08,P-1138,SH101977,BASE,344.44,EUR,68.89,OPEN
IL902285,INV-51618,2026-02-08,P-1138,SH101977,FUEL,46.80,EUR,9.36,OPEN
IL902286,INV-51619,2025-01-11,P-1028,SH101978,BASE,348.39,GBP,69.68,OPEN
IL902287,INV-51620,2025-07-26,P-1087,SH101979,BASE,189.57,EUR,37.91,VOID
IL902288,INV-51620,2025-07-26,P-1087,SH101979,FUEL,23.90,EUR,4.78,VOID
IL902289,INV-51621,2026-02-19,P-1022,SH101980,BASE,52.88,GBP,10.58,PAID
IL902290,INV-51622,2025-01-14,P-1037,SH101983,BASE,391.83,GBP,78.37,PAID
IL902291,INV-51623,2025-01-16,P-1032,SH101984,BASE,410.17,GBP,82.03,PAID
IL902292,INV-51624,2026-02-02,P-1065,SH101985,BASE,135.06,EUR,27.01,PAID
IL902293,INV-51624,2026-02-02,P-1065,SH101985,FUEL,12.61,EUR,2.52,PAID
IL902294,INV-51625,2025-06-22,P-1041,SH101986,BASE,227.40,GBP,45.48,PAID
IL902295,INV-51625,2025-06-22,P-1041,SH101986,ACCESSORIAL,45.39,GBP,9.08,PAID
IL902296,INV-51626,2025-06-07,P-1135,SH101988,BASE,516.70,GBP,103.34,PAID
IL902297,INV-51627,2025-06-25,P-1097,SH101989,BASE,550.74,GBP,110.15,PAID
IL902298,INV-51628,2025-01-26,P-1011,SH101990,BASE,309.49,GBP,61.90,PAID
IL902299,INV-51629,2025-08-15,P-1031,SH101991,BASE,200.94,EUR,40.19,PAID
IL902300,INV-51630,2025-04-05,P-1047,SH101992,BASE,200.47,GBP,40.09,PAID
IL902301,INV-51631,2026-01-22,P-1150,SH101993,BASE,402.72,GBP,80.54,PAID
IL902302,INV-51632,2025-04-28,P-1146,SH101994,BASE,429.48,GBP,85.90,VOID
IL902303,INV-51632,2025-04-28,P-1146,SH101994,FUEL,40.42,GBP,8.08,VOID
IL902304,INV-51633,2025-02-12,P-1050,SH101995,BASE,80.24,GBP,16.05,OPEN
IL902305,INV-51633,2025-02-12,P-1050,SH101995,FUEL,5.36,GBP,1.07,OPEN
IL902306,INV-51634,2025-11-26,P-1136,SH101996,BASE,53.02,GBP,10.60,OPEN
IL902307,INV-51634,2025-11-26,P-1136,SH101996,FUEL,5.56,GBP,1.11,OPEN
IL902308,INV-51635,2025-05-29,P-1047,SH101997,BASE,113.35,GBP,22.67,OPEN
IL902309,INV-51636,2025-06-14,P-1076,SH101998,BASE,471.40,GBP,94.28,PAID
IL902310,INV-51636,2025-06-14,P-1076,SH101998,FUEL,31.94,GBP,6.39,PAID
IL902311,INV-51637,2026-04-05,P-1091,SH101999,BASE,564.15,GBP,112.83,PAID
IL902312,INV-51638,2025-07-07,P-1142,SH102000,BASE,104.11,GBP,20.82,CREDITED
IL902313,INV-51638,2025-07-07,P-1142,SH102000,ACCESSORIAL,52.95,GBP,10.59,CREDITED
IL902314,INV-51639,2026-05-04,P-1016,SH102001,BASE,955.25,GBP,191.05,PAID
IL902315,INV-51639,2026-05-04,P-1016,SH102001,FUEL,108.41,GBP,21.68,PAID
IL902316,INV-51640,2026-02-27,P-1168,SH102002,BASE,931.85,GBP,186.37,PAID
IL902317,INV-51641,2025-07-10,P-1091,SH102003,BASE,870.94,EUR,174.19,PAID
IL902318,INV-51642,2025-09-04,P-1044,SH102004,BASE,640.17,GBP,128.03,PAID
IL902319,INV-51642,2025-09-04,P-1044,SH102004,FUEL,71.39,GBP,14.28,PAID
IL902320,INV-51643,2025-05-30,P-1223,SH102005,BASE,128.17,GBP,25.63,PAID
IL902321,INV-51643,2025-05-30,P-1223,SH102005,FUEL,10.42,GBP,2.08,PAID
IL902322,INV-51644,2026-05-07,P-1119,SH102007,BASE,273.92,GBP,54.78,PAID
IL902323,INV-51644,2026-05-07,P-1119,SH102007,FUEL,35.11,GBP,7.02,PAID
IL902324,INV-51645,2026-04-12,P-1160,SH102009,BASE,80.68,GBP,16.14,OPEN
IL902325,INV-51646,2025-12-10,P-1093,SH102010,BASE,329.69,GBP,65.94,PAID
IL902326,INV-51647,2026-03-31,P-1117,SH102011,BASE,339.66,GBP,67.93,PAID
IL902327,INV-51648,2025-11-17,P-1071,SH102014,BASE,171.09,EUR,34.22,OPEN
IL902328,INV-51648,2025-11-17,P-1071,SH102014,FUEL,13.09,EUR,2.62,OPEN
IL902329,INV-51649,2025-10-20,P-1013,SH102015,BASE,629.83,GBP,125.97,OPEN
IL902330,INV-51650,2025-10-05,P-1056,SH102017,BASE,91.60,GBP,18.32,OPEN
IL902331,INV-51650,2025-10-05,P-1056,SH102017,ACCESSORIAL,32.13,GBP,6.43,OPEN
