Id,ship_ref,seq,from_loc,to_loc,veh,drv,START,END,Amount,Status
MV702800,SH102435,1,L-210,L-207,VIN161,D3069,2026-01-31 07:05,2026-01-31 16:57,158.95,DONE
MV702801,SH102436,1,L-240,L-245,VIN118,D3073,2025-04-09 09:25,2025-04-09 14:50,237.19,DONE
MV702802,SH102436,2,L-245,L-210,VIN195,D3112,2025-04-10 16:07,2025-04-10 08:34,326.56,DONE
MV702803,SH102436,3,L-210,L-255,VIN190,D3005,2025-04-10 20:23,2025-04-11 06:34,84.20,DONE
MV702804,SH102438,1,L-258,L-246,VIN170,D3052,2025-04-18 16:59,2025-04-18 17:24,216.41,DONE
MV702805,SH102439,1,L-234,L-242,VIN122,D3022,2026-05-13 13:22,2026-05-13 12:12,376.17,DONE
MV702806,SH102440,1,L-213,L-251,VIN109,D3113,2025-11-30 11:03,2025-11-30 07:41,248.41,DONE
MV702807,SH102441,1,L-257,L-213,VIN150,D3049,2026-02-06 08:51,2026-02-06 09:22,148.24,DONE
MV702808,SH102443,1,L-238,L-226,VIN119,D3008,2026-01-06 16:48,2026-01-06 17:40,365.56,DONE
MV702809,SH102444,1,L-214,L-210,VIN112,D3100,2025-09-24 07:15,2025-09-24 16:52,342.56,DONE
MV702810,SH102445,1,L-233,L-242,VIN126,D3056,2026-01-27 06:07,2026-01-28 12:04,376.59,DONE
MV702811,SH102446,1,L-203,L-213,VIN109,D3063,2025-08-30 06:15,2025-08-30 12:28,259.58,DONE
MV702812,SH102447,1,L-201,L-244,VIN171,D3041,2025-12-05 16:11,2025-12-05 12:53,59.06,DONE
MV702813,SH102448,1,L-214,L-246,VIN121,D3019,2025-11-19 09:08,2025-11-19 12:26,320.44,DONE
MV702814,SH102449,1,L-235,L-229,VIN212,D3003,2026-04-30 15:09,2026-05-01 14:13,302.94,DONE
MV702815,SH102450,1,L-209,L-260,VIN124,D3007,2026-02-03 18:10,2026-02-03 12:01,117.83,DONE
MV702816,SH102451,1,L-254,L-206,VIN130,D3115,2026-01-01 18:10,2026-01-01 07:36,48.48,DONE
MV702817,SH102452,1,L-203,L-212,VIN207,D3093,2026-04-01 16:38,2026-04-01 16:29,156.32,DONE
MV702818,SH102453,1,L-209,L-201,VIN167,D3053,2026-01-11 21:10,2026-01-11 15:34,223.72,DONE
MV702819,SH102453,2,L-201,L-231,VIN156,D3058,2026-01-12 12:33,2026-01-12 16:33,63.41,DONE
MV702820,SH102454,1,L-238,L-206,VIN161,D3029,2025-07-18 10:08,2025-07-18 08:23,219.96,DONE
MV702821,SH102454,2,L-206,L-246,VIN125,D3003,2025-07-19 13:47,2025-07-19 18:54,32.66,DONE
MV702822,SH102454,3,L-246,L-248,VIN213,D3074,2025-07-19 18:36,2025-07-19 15:01,405.26,DONE
MV702823,SH102455,1,L-216,L-230,VIN202,D3002,2025-04-29 10:17,2025-04-29 21:44,114.02,DONE
MV702824,SH102456,1,L-240,L-221,VIN200,D3010,2025-11-22 14:04,2025-11-23 15:15,338.94,DONE
MV702825,SH102456,2,L-221,L-245,VIN177,D3076,2025-11-23 16:36,2025-11-23 08:21,278.45,DONE
MV702826,SH102457,1,L-218,L-228,VIN115,D3049,2025-03-18 12:47,2025-03-18 09:20,113.54,DONE
MV702827,SH102458,1,L-219,L-205,VIN150,D3021,2025-07-16 16:38,2025-07-17 10:51,75.29,DONE
MV702828,SH102458,2,L-205,L-216,VIN218,D3096,2025-07-16 11:14,2025-07-16 20:35,204.42,DONE
MV702829,SH102459,1,L-260,L-244,VIN115,D3106,2025-04-11 20:03,2025-04-12 17:56,133.88,DONE
MV702830,SH102461,1,L-239,L-260,VIN198,D3019,2025-11-30 12:37,2025-11-30 10:22,179.92,DONE
MV702831,SH102461,2,L-260,L-253,VIN160,D3117,2025-12-01 07:08,2025-12-02 17:22,57.82,DONE
MV702832,SH102462,1,L-208,L-203,VIN154,D3018,2026-05-13 21:06,2026-05-13 16:39,325.98,DONE
MV702833,SH102463,1,L-246,L-219,VIN170,D3025,2025-08-01 10:32,2025-08-02 06:21,83.68,DONE
MV702834,SH102465,1,L-228,L-256,VIN212,D3086,2025-11-23 21:35,2025-11-24 13:29,249.62,DONE
MV702835,SH102466,1,L-213,L-240,VIN188,D3043,2025-10-01 09:29,2025-10-02 14:18,408.67,DONE
MV702836,SH102467,1,L-226,L-205,VIN159,D3062,2025-09-26 07:33,2025-09-27 16:50,105.88,DONE
MV702837,SH102468,1,L-222,L-237,VIN152,D3109,2025-03-03 11:15,2025-03-03 20:58,141.84,DONE
MV702838,SH102469,1,L-245,L-232,VIN159,D3039,2025-06-16 13:56,2025-06-16 18:12,404.42,DONE
MV702839,SH102470,1,L-258,L-216,VIN162,D3024,2026-05-12 14:00,2026-05-12 14:11,320.12,DONE
MV702840,SH102471,1,L-230,L-252,VIN171,D3033,2025-10-30 12:57,2025-10-31 11:55,407.66,DONE
MV702841,SH102472,1,L-252,L-236,VIN176,D3006,2025-04-14 07:06,2025-04-15 14:57,188.32,DONE
MV702842,SH102473,1,L-243,L-217,VIN182,D3070,2026-03-22 19:58,2026-03-22 18:39,80.41,DONE
MV702843,SH102476,1,L-255,L-215,VIN122,D3036,2025-09-28 18:07,2025-09-29 13:43,186.91,DONE
MV702844,SH102479,1,L-249,L-242,VIN122,D3010,2025-05-24 07:37,2025-05-25 19:44,359.85,DONE
MV702845,SH102480,1,L-244,L-259,VIN102,D3014,2025-10-21 12:05,2025-10-22 08:25,216.76,DONE
MV702846,SH102482,1,L-217,L-250,VIN177,D3063,2025-02-10 19:31,2025-02-11 15:06,319.74,DONE
MV702847,SH102483,1,L-252,L-237,VIN112,D3111,2025-01-18 09:11,2025-01-18 09:19,167.66,DONE
MV702848,SH102485,1,L-258,L-205,VIN185,D3070,2026-03-30 13:35,2026-03-30 08:46,63.15,DONE
MV702849,SH102486,1,L-206,L-225,VIN133,D3001,2026-04-18 14:12,2026-04-18 07:41,243.44,DONE
MV702850,SH102487,1,L-210,L-206,VIN217,D3090,2026-02-06 07:46,2026-02-06 21:21,301.77,DONE
MV702851,SH102488,1,L-231,L-258,VIN121,D3109,2025-10-14 17:08,2025-10-14 16:14,296.00,DONE
MV702852,SH102489,1,L-206,L-241,VIN166,D3010,2025-01-10 08:40,2025-01-11 19:50,63.73,DONE
MV702853,SH102490,1,L-220,L-203,VIN198,D3026,2026-04-03 19:35,2026-04-04 15:12,398.51,DONE
MV702854,SH102492,1,L-252,L-202,VIN149,D3020,2025-04-16 20:12,2025-04-16 14:32,113.98,DONE
MV702855,SH102493,1,L-243,L-257,VIN113,D3032,2025-05-28 20:29,2025-05-29 12:05,138.82,DONE
MV702856,SH102494,1,L-220,L-260,VIN186,D3043,2025-02-02 17:01,2025-02-03 14:31,133.44,DONE
MV702857,SH102495,1,L-232,L-250,VIN100,D3040,2025-08-26 08:14,2025-08-26 10:03,177.09,DONE
MV702858,SH102495,2,L-250,L-216,VIN122,D3026,2025-08-27 14:12,2025-08-27 14:16,138.30,DONE
MV702859,SH102495,3,L-216,L-201,VIN162,D3094,2025-08-27 07:44,2025-08-27 10:01,39.57,DONE
MV702860,SH102496,1,L-258,L-225,VIN179,D3062,2025-03-27 21:51,2025-03-27 19:21,407.10,DONE
MV702861,SH102497,1,L-240,L-231,VIN124,D3023,2026-01-31 07:04,2026-01-31 07:23,330.07,DONE
MV702862,SH102497,2,L-231,L-258,VIN113,D3074,2026-02-01 14:00,2026-02-01 14:42,271.49,DONE
MV702863,SH102498,1,L-226,L-245,VIN165,D3108,2025-10-25 17:59,2025-10-26 14:40,112.59,DONE
MV702864,SH102501,1,L-257,L-244,VIN186,D3038,2025-07-28 15:55,2025-07-28 18:54,84.87,DONE
MV702865,SH102503,1,L-226,L-203,VIN196,D3082,2025-02-01 17:52,2025-02-02 14:13,64.02,DONE
MV702866,SH102504,1,L-235,L-250,VIN176,D3083,2025-06-13 17:02,2025-06-13 13:26,228.66,DONE
MV702867,SH102504,2,L-250,L-221,VIN170,D3019,2025-06-14 11:35,2025-06-14 15:13,111.11,DONE
MV702868,SH102504,3,L-221,L-221,VIN151,D3098,2025-06-15 11:53,2025-06-16 08:53,99.02,DONE
MV702869,SH102505,1,L-241,L-230,VIN124,D3004,2025-02-22 07:24,2025-02-22 07:18,165.85,DONE
MV702870,SH102505,2,L-230,L-207,VIN144,D3104,2025-02-22 10:36,2025-02-23 21:06,129.53,DONE
MV702871,SH102506,1,L-214,L-260,VIN175,D3040,2025-06-19 16:16,2025-06-19 11:58,211.28,DONE
MV702872,SH102506,2,L-260,L-216,VIN101,D3062,2025-06-20 16:56,2025-06-20 10:22,45.16,DONE
MV702873,SH102507,1,L-224,L-208,VIN154,D3037,2026-03-01 16:12,2026-03-01 07:04,71.13,DONE
MV702874,SH102508,1,L-204,L-218,VIN136,D3059,2026-05-03 17:09,2026-05-04 11:13,390.79,DONE
MV702875,SH102509,1,L-243,L-216,VIN189,D3060,2025-06-30 07:13,2025-06-30 18:51,148.19,DONE
MV702876,SH102511,1,L-231,L-236,VIN191,D3059,2025-09-24 07:21,2025-09-24 14:02,145.27,DONE
MV702877,SH102512,1,L-243,L-252,VIN166,D3105,2025-02-01 12:59,2025-02-01 09:05,140.57,DONE
MV702878,SH102513,1,L-243,L-254,VIN107,D3008,2025-10-12 14:58,2025-10-13 16:34,65.53,DONE
MV702879,SH102514,1,L-240,L-260,VIN213,D3068,2025-04-08 21:13,2025-04-09 06:52,382.36,DONE
MV702880,SH102516,1,L-248,L-250,VIN183,D3006,2026-01-18 08:01,2026-01-18 15:18,160.20,DONE
MV702881,SH102517,1,L-251,L-207,VIN161,D3092,2026-01-09 18:47,2026-01-09 18:49,392.51,DONE
MV702882,SH102519,1,L-259,L-206,VIN211,D3010,2025-03-10 19:27,2025-03-10 08:42,344.59,DONE
MV702883,SH102519,2,L-206,L-209,VIN132,D3033,2025-03-10 16:14,,68.34,PLANNED
MV702884,SH102520,1,L-247,L-244,VIN197,D3112,2025-01-15 14:01,2025-01-15 17:59,29.42,DONE
MV702885,SH102521,1,L-220,L-231,VIN141,D3066,2025-09-27 21:40,2025-09-28 19:18,56.16,DONE
MV702886,SH102521,2,L-231,L-256,VIN164,D3088,2025-09-27 13:23,2025-09-28 11:41,57.96,DONE
MV702887,SH102522,1,L-255,L-208,VIN111,D3021,2025-03-18 09:22,2025-03-18 10:45,92.43,DONE
MV702888,SH102523,1,L-243,L-240,VIN121,D3080,2026-04-27 09:00,2026-04-28 14:48,132.35,DONE
MV702889,SH102524,1,L-206,L-216,VIN116,D3008,2026-02-20 08:29,2026-02-21 14:40,84.95,DONE
MV702890,SH102525,1,L-212,L-251,VIN120,D3054,2025-11-22 12:23,2025-11-23 07:04,399.49,DONE
MV702891,SH102526,1,L-254,L-216,VIN121,D3049,2025-07-31 16:08,2025-08-01 13:44,240.15,DONE
MV702892,SH102526,2,L-216,L-225,VIN164,D3036,2025-08-01 21:42,2025-08-01 14:55,171.40,DONE
MV702893,SH102527,1,L-251,L-204,VIN211,D3088,2026-02-28 08:55,2026-02-28 18:00,306.57,DONE
MV702894,SH102528,1,L-203,L-222,VIN121,D3005,2025-10-30 16:30,,110.08,ABORTED
MV702895,SH102529,1,L-247,L-252,VIN206,D3023,2025-08-14 16:34,2025-08-14 10:28,247.99,DONE
MV702896,SH102530,1,L-251,L-258,VIN198,D3086,2025-07-06 07:51,2025-07-06 19:10,106.79,DONE
MV702897,SH102531,1,L-218,L-235,VIN135,D3041,2025-12-25 17:31,2025-12-25 18:38,164.23,DONE
MV702898,SH102531,2,L-235,L-245,VIN107,D3071,2025-12-25 14:34,2025-12-25 21:34,247.24,DONE
MV702899,SH102531,3,L-245,L-235,VIN200,D3041,2025-12-26 14:11,2025-12-27 10:05,403.88,DONE
MV702900,SH102532,1,L-211,L-240,VIN134,D3062,2025-09-11 20:33,2025-09-11 17:11,102.50,DONE
MV702901,SH102533,1,L-233,L-208,VIN133,D3112,2025-03-02 18:21,2025-03-03 17:17,59.79,DONE
MV702902,SH102534,1,L-208,L-210,VIN144,D3055,2025-06-26 10:16,2025-06-27 19:30,309.24,DONE
MV702903,SH102534,2,L-210,L-207,VIN144,D3080,2025-06-26 15:20,2025-06-26 11:18,192.61,DONE
MV702904,SH102535,1,L-253,L-226,VIN183,D3099,2025-02-23 06:04,2025-02-24 14:50,177.76,DONE
MV702905,SH102536,1,L-251,L-260,VIN158,D3017,2026-05-02 11:54,2026-05-03 19:19,127.07,DONE
MV702906,SH102537,1,L-240,L-202,VIN104,D3105,2025-10-19 15:39,2025-10-19 07:53,142.10,DONE
MV702907,SH102538,1,L-230,L-201,VIN179,D3059,2025-04-23 08:59,2025-04-23 17:11,279.90,DONE
MV702908,SH102539,1,L-214,L-256,VIN149,D3060,2025-10-24 18:52,2025-10-24 11:39,95.28,DONE
MV702909,SH102540,1,L-219,L-210,VIN157,D3091,2025-10-02 18:16,2025-10-03 20:55,48.16,DONE
MV702910,SH102540,2,L-210,L-207,VIN216,D3093,2025-10-03 16:24,2025-10-03 20:57,242.29,DONE
MV702911,SH102541,1,L-231,L-221,VIN133,D3062,2025-01-24 12:22,2025-01-25 19:31,263.23,DONE
MV702912,SH102542,1,L-231,L-244,VIN144,D3005,2025-08-06 19:59,,148.12,ABORTED
MV702913,SH102544,1,L-254,L-225,VIN112,D3015,2025-10-13 12:14,2025-10-13 08:17,191.55,DONE
MV702914,SH102544,2,L-225,L-217,VIN101,D3083,2025-10-13 19:33,2025-10-14 18:13,265.59,DONE
MV702915,SH102545,1,L-215,L-245,VIN143,D3055,2025-12-14 12:04,2025-12-15 15:06,136.00,DONE
MV702916,SH102546,1,L-216,L-206,VIN158,D3057,2025-05-25 10:27,2025-05-26 16:52,70.59,DONE
MV702917,SH102548,1,L-256,L-222,VIN201,D3065,2025-04-15 15:46,2025-04-15 10:18,336.32,DONE
MV702918,SH102549,1,L-259,L-227,VIN132,D3118,2025-09-14 20:49,2025-09-15 17:28,68.40,DONE
MV702919,SH102550,1,L-215,L-235,VIN121,D3090,2026-01-11 19:47,2026-01-12 10:30,63.02,DONE
MV702920,SH102552,1,L-234,L-257,VIN176,D3087,2026-03-08 16:10,,112.95,ABORTED
MV702921,SH102553,1,L-238,L-207,VIN170,D3001,2025-03-03 18:27,2025-03-03 10:45,82.43,DONE
MV702922,SH102554,1,L-250,L-203,VIN202,D3055,2025-09-30 11:01,2025-10-01 06:05,335.92,DONE
MV702923,SH102555,1,L-257,L-203,VIN173,D3074,2025-02-07 10:39,2025-02-07 07:06,131.18,DONE
MV702924,SH102556,1,L-221,L-234,VIN150,D3106,2026-04-28 19:51,,109.64,PLANNED
MV702925,SH102557,1,L-209,L-235,VIN139,D3059,2026-05-03 13:31,2026-05-03 08:15,58.61,DONE
MV702926,SH102558,1,L-244,L-251,VIN218,D3017,2025-03-30 19:54,2025-03-30 16:06,188.92,DONE
MV702927,SH102558,2,L-251,L-236,VIN160,D3086,2025-03-31 18:02,2025-04-01 09:08,393.73,DONE
MV702928,SH102560,1,L-238,L-230,VIN116,D3048,2025-12-20 14:36,2025-12-21 19:56,208.90,DONE
MV702929,SH102560,2,L-230,L-215,VIN149,D3109,2025-12-21 18:59,2025-12-21 17:48,395.53,DONE
MV702930,SH102560,3,L-215,L-227,VIN204,D3118,2025-12-21 09:45,2025-12-21 21:14,90.29,DONE
MV702931,SH102561,1,L-201,L-202,VIN197,D3063,2026-04-19 14:19,2026-04-19 10:27,61.88,DONE
MV702932,SH102562,1,L-247,L-230,VIN141,D3030,2026-04-25 11:03,2026-04-26 12:34,174.55,DONE
MV702933,SH102563,1,L-256,L-255,VIN138,D3108,2025-08-04 19:32,2025-08-05 10:43,395.42,DONE
MV702934,SH102563,2,L-255,L-243,VIN129,D3013,2025-08-04 10:34,2025-08-04 11:39,373.86,DONE
MV702935,SH102564,1,L-232,L-206,VIN121,D3071,2026-03-05 07:14,2026-03-05 11:06,398.35,DONE
MV702936,SH102564,2,L-206,L-245,VIN126,D3021,2026-03-05 18:30,2026-03-06 07:01,167.37,DONE
MV702937,SH102564,3,L-245,L-259,VIN204,D3115,2026-03-06 06:57,2026-03-07 19:47,259.73,DONE
MV702938,SH102565,1,L-205,L-211,VIN195,D3079,2026-02-19 09:31,2026-02-19 09:33,152.21,DONE
MV702939,SH102566,1,L-201,L-239,VIN197,D3068,2025-11-03 17:03,2025-11-03 14:05,270.03,DONE
MV702940,SH102567,1,L-217,L-255,VIN102,D3063,2025-09-30 07:21,,66.68,ABORTED
MV702941,SH102568,1,L-221,L-241,VIN184,D3033,2025-11-22 08:19,2025-11-22 12:53,150.20,DONE
MV702942,SH102569,1,L-257,L-211,VIN111,D3019,2025-01-31 21:57,,229.90,ABORTED
MV702943,SH102570,1,L-222,L-251,VIN151,D3108,2025-02-22 13:11,2025-02-22 18:31,359.50,DONE
MV702944,SH102570,2,L-251,L-233,VIN139,D3024,2025-02-23 06:28,2025-02-23 16:00,30.44,DONE
MV702945,SH102571,1,L-225,L-219,VIN119,D3025,2025-02-25 09:42,2025-02-25 10:14,274.65,DONE
MV702946,SH102572,1,L-207,L-256,VIN124,D3031,2025-06-02 13:13,2025-06-03 07:08,170.88,DONE
MV702947,SH102573,1,L-240,L-212,VIN143,D3073,2026-02-06 20:19,2026-02-06 09:53,272.60,DONE
MV702948,SH102574,1,L-221,L-204,VIN180,D3000,2025-03-14 16:33,2025-03-14 09:20,143.86,DONE
MV702949,SH102576,1,L-252,L-203,VIN166,D3056,2025-07-25 06:29,,260.98,PLANNED
MV702950,SH102577,1,L-201,L-201,VIN122,D3083,2025-08-02 11:11,2025-08-02 19:14,194.15,DONE
MV702951,SH102577,2,L-201,L-252,VIN200,D3000,2025-08-03 18:26,2025-08-03 20:08,61.85,DONE
MV702952,SH102578,1,L-208,L-246,VIN116,D3044,2025-04-12 16:24,2025-04-12 16:02,73.39,DONE
MV702953,SH102579,1,L-248,L-216,VIN149,D3078,2026-05-10 07:30,2026-05-10 17:12,89.72,DONE
MV702954,SH102580,1,L-206,L-254,VIN197,D3112,2025-05-16 07:46,2025-05-17 14:54,407.36,DONE
MV702955,SH102581,1,L-228,L-211,VIN125,D3022,2025-10-15 20:50,2025-10-16 11:03,105.58,DONE
MV702956,SH102581,2,L-211,L-239,VIN207,D3018,2025-10-16 18:15,2025-10-16 18:33,72.93,DONE
MV702957,SH102582,1,L-228,L-216,VIN146,D3106,2026-02-15 06:28,2026-02-16 20:44,220.86,DONE
MV702958,SH102583,1,L-206,L-255,VIN138,D3013,2026-05-09 16:01,,340.90,ABORTED
MV702959,SH102584,1,L-253,L-206,VIN155,D3012,2025-08-22 18:06,2025-08-22 21:09,352.38,DONE
MV702960,SH102584,2,L-206,L-245,VIN214,D3087,2025-08-22 06:34,2025-08-22 21:31,220.11,DONE
MV702961,SH102585,1,L-250,L-248,VIN158,D3081,2026-03-30 21:30,2026-03-30 06:30,119.50,DONE
MV702962,SH102586,1,L-253,L-230,VIN194,D3064,2025-10-20 15:14,2025-10-20 13:15,92.10,DONE
MV702963,SH102586,2,L-230,L-212,VIN160,D3119,2025-10-21 10:09,2025-10-22 15:02,293.33,DONE
MV702964,SH102587,1,L-218,L-213,VIN176,D3037,2025-07-26 13:14,2025-07-26 20:53,374.78,DONE
MV702965,SH102588,1,L-236,L-229,VIN100,D3012,2025-01-28 06:53,2025-01-28 11:19,407.45,DONE
MV702966,SH102589,1,L-245,L-236,VIN208,D3085,2025-09-27 18:12,2025-09-27 12:53,42.18,DONE
MV702967,SH102589,2,L-236,L-241,VIN125,D3026,2025-09-28 12:15,2025-09-28 20:06,90.32,DONE
MV702968,SH102590,1,L-206,L-240,VIN168,D3010,2026-03-09 14:43,2026-03-09 21:22,185.70,DONE
MV702969,SH102590,2,L-240,L-247,VIN116,D3029,2026-03-10 10:40,2026-03-11 17:52,181.67,DONE
MV702970,SH102591,1,L-212,L-245,VIN117,D3012,2025-04-12 20:10,2025-04-12 13:10,273.83,DONE
MV702971,SH102592,1,L-201,L-246,VIN201,D3099,2026-05-16 10:46,2026-05-16 17:19,92.51,DONE
MV702972,SH102592,2,L-246,L-258,VIN206,D3117,2026-05-17 20:42,2026-05-17 11:55,153.99,DONE
MV702973,SH102593,1,L-203,L-255,VIN182,D3032,2025-05-14 15:34,2025-05-14 13:23,149.21,DONE
MV702974,SH102594,1,L-241,L-242,VIN210,D3067,2025-02-22 16:23,2025-02-23 09:09,386.25,DONE
MV702975,SH102595,1,L-219,L-211,VIN196,D3039,2025-07-29 06:38,2025-07-29 21:32,325.58,DONE
MV702976,SH102596,1,L-205,L-258,VIN165,D3001,2025-08-26 13:36,2025-08-27 15:07,125.96,DONE
MV702977,SH102598,1,L-237,L-208,VIN171,D3090,2025-10-09 18:40,2025-10-10 18:07,327.26,DONE
MV702978,SH102599,1,L-222,L-235,VIN197,D3055,2025-08-23 07:11,2025-08-24 09:43,95.81,DONE
MV702979,SH102600,1,L-247,L-224,VIN119,D3007,2025-05-16 18:13,2025-05-16 06:18,328.91,DONE
MV702980,SH102601,1,L-207,L-246,VIN201,D3079,2025-06-22 16:08,2025-06-23 15:41,127.96,DONE
MV702981,SH102601,2,L-246,L-201,VIN127,D3048,2025-06-23 18:13,2025-06-23 15:38,327.14,DONE
MV702982,SH102602,1,L-219,L-210,VIN179,D3083,2025-04-26 18:09,2025-04-27 08:51,70.35,DONE
MV702983,SH102604,1,L-256,L-244,VIN173,D3107,2025-10-05 16:21,2025-10-05 12:30,33.61,DONE
MV702984,SH102605,1,L-242,L-231,VIN195,D3079,2026-05-11 16:41,2026-05-11 15:41,29.36,DONE
MV702985,SH102606,1,L-248,L-216,VIN148,D3023,2025-02-10 12:35,2025-02-11 11:01,154.18,DONE
MV702986,SH102606,2,L-216,L-230,VIN211,D3101,2025-02-11 18:36,2025-02-12 10:15,223.13,DONE
MV702987,SH102606,3,L-230,L-237,VIN197,D3096,2025-02-12 14:29,2025-02-12 11:57,166.23,DONE
MV702988,SH102607,1,L-218,L-254,VIN145,D3118,2026-02-22 15:29,2026-02-22 07:38,163.99,DONE
MV702989,SH102608,1,L-245,L-219,VIN175,D3009,2025-10-06 12:25,2025-10-06 09:40,142.29,DONE
MV702990,SH102609,1,L-229,L-231,VIN216,D3050,2025-06-04 19:03,2025-06-04 11:12,155.16,DONE
MV702991,SH102609,2,L-231,L-255,VIN183,D3006,2025-06-05 15:41,2025-06-05 17:34,202.39,DONE
MV702992,SH102609,3,L-255,L-240,VIN184,D3047,2025-06-06 16:20,2025-06-06 14:11,310.69,DONE
MV702993,SH102610,1,L-213,L-226,VIN169,D3051,2025-03-08 14:23,2025-03-08 10:39,272.88,DONE
MV702994,SH102610,2,L-226,L-221,VIN180,D3017,2025-03-09 16:29,2025-03-09 09:40,405.09,DONE
MV702995,SH102610,3,L-221,L-236,VIN106,D3107,2025-03-10 21:48,2025-03-11 17:55,62.57,DONE
MV702996,SH102611,1,L-236,L-218,VIN117,D3028,2025-06-20 14:34,2025-06-20 07:02,66.18,DONE
MV702997,SH102612,1,L-233,L-217,VIN131,D3045,2026-05-17 19:08,2026-05-17 14:55,194.04,DONE
MV702998,SH102613,1,L-258,L-227,VIN144,D3053,2025-12-25 08:06,2025-12-25 15:41,196.57,DONE
MV702999,SH102614,1,L-220,L-216,VIN213,D3050,2025-08-17 15:58,2025-08-18 18:57,121.49,DONE
MV703000,SH102614,2,L-216,L-244,VIN198,D3045,2025-08-18 08:54,2025-08-18 06:50,216.41,DONE
MV703001,SH102616,1,L-237,L-205,VIN166,D3104,2025-11-15 07:38,2025-11-16 16:16,96.88,DONE
MV703002,SH102617,1,L-247,L-243,VIN122,D3001,2026-01-06 20:23,,305.64,PLANNED
MV703003,SH102618,1,L-205,L-230,VIN152,D3010,2026-02-24 08:12,2026-02-24 21:07,257.98,DONE
MV703004,SH102618,2,L-230,L-203,VIN137,D3045,2026-02-25 12:26,2026-02-25 18:49,195.85,DONE
MV703005,SH102619,1,L-258,L-255,VIN173,D3066,2025-03-05 16:52,2025-03-05 08:20,273.70,DONE
MV703006,SH102621,1,L-203,L-245,VIN150,D3035,2025-08-16 17:54,2025-08-16 07:30,175.17,DONE
MV703007,SH102622,1,L-244,L-206,VIN124,D3033,2026-04-28 21:44,2026-04-28 08:57,305.14,DONE
MV703008,SH102622,2,L-206,L-252,VIN124,D3005,2026-04-29 19:21,2026-04-29 18:28,38.01,DONE
MV703009,SH102623,1,L-260,L-233,VIN184,D3112,2025-09-21 07:22,2025-09-22 10:13,140.19,DONE
MV703010,SH102625,1,L-217,L-205,VIN199,D3067,2025-05-31 07:55,2025-05-31 15:01,268.28,DONE
MV703011,SH102625,2,L-205,L-208,VIN118,D3015,2025-06-01 10:58,2025-06-02 17:55,307.05,DONE
MV703012,SH102626,1,L-212,L-248,VIN179,D3099,2026-01-25 13:47,2026-01-25 21:23,123.55,DONE
MV703013,SH102628,1,L-227,L-214,VIN124,D3038,2025-06-26 19:38,2025-06-26 07:10,247.66,DONE
MV703014,SH102629,1,L-234,L-229,VIN200,D3036,2025-07-26 19:02,,346.22,ABORTED
MV703015,SH102630,1,L-222,L-251,VIN137,D3068,2026-05-09 12:25,2026-05-09 16:52,122.60,DONE
MV703016,SH102631,1,L-250,L-242,VIN173,D3033,2025-02-02 14:21,,183.31,ABORTED
MV703017,SH102632,1,L-220,L-229,VIN147,D3003,2025-11-03 17:43,,391.22,PLANNED
MV703018,SH102633,1,L-241,L-252,VIN209,D3021,2025-05-30 06:28,2025-05-31 11:52,367.61,DONE
MV703019,SH102634,1,L-249,L-257,VIN200,D3002,2025-04-12 08:07,2025-04-13 07:15,182.73,DONE
MV703020,SH102635,1,L-237,L-245,VIN196,D3061,2026-02-05 07:41,,366.13,ABORTED
MV703021,SH102636,1,L-250,L-215,VIN208,D3057,2025-08-13 10:29,2025-08-14 12:23,344.14,DONE
MV703022,SH102637,1,L-222,L-234,VIN122,D3037,2025-02-18 10:31,2025-02-19 18:09,378.09,DONE
MV703023,SH102638,1,L-209,L-238,VIN140,D3104,2025-07-16 15:10,2025-07-16 14:00,170.14,DONE
MV703024,SH102639,1,L-227,L-246,VIN195,D3110,2026-02-02 07:37,2026-02-02 21:27,235.46,DONE
MV703025,SH102639,2,L-246,L-215,VIN184,D3030,2026-02-03 09:23,2026-02-03 06:02,186.43,DONE
MV703026,SH102639,3,L-215,L-204,VIN157,D3057,2026-02-03 12:42,2026-02-04 09:04,289.91,DONE
MV703027,SH102640,1,L-206,L-252,VIN191,D3043,2025-10-03 18:10,2025-10-04 20:34,188.12,DONE
MV703028,SH102641,1,L-213,L-233,VIN194,D3071,2025-03-01 19:29,2025-03-01 19:50,390.07,DONE
MV703029,SH102642,1,L-221,L-230,VIN153,D3104,2025-01-15 21:42,2025-01-15 19:53,297.50,DONE
MV703030,SH102643,1,L-207,L-248,VIN161,D3114,2025-08-15 06:12,2025-08-15 11:25,282.34,DONE
MV703031,SH102644,1,L-254,L-239,VIN175,D3104,2025-12-30 09:49,2025-12-31 11:20,154.50,DONE
MV703032,SH102645,1,L-252,L-207,VIN192,D3098,2025-09-06 19:07,2025-09-06 19:37,337.60,DONE
MV703033,SH102646,1,L-245,L-213,VIN181,D3003,2025-10-21 13:26,2025-10-22 17:04,144.44,DONE
MV703034,SH102647,1,L-225,L-231,VIN162,D3104,2025-10-23 11:25,,259.34,PLANNED
MV703035,SH102649,1,L-225,L-250,VIN155,D3057,2026-03-14 14:28,2026-03-15 18:58,58.53,DONE
MV703036,SH102650,1,L-208,L-205,VIN181,D3046,2025-01-21 10:55,2025-01-21 06:41,90.43,DONE
MV703037,SH102650,2,L-205,L-246,VIN107,D3025,2025-01-21 16:56,2025-01-21 06:23,188.96,DONE
