Id,Date,cust_ref,svc,carrier_cd,orig,dest,START,END,wgt,wgt_uom,pieces,Amount,ccy,Status
SH102029,2025-11-16,P-1073,SVC1,FNCH,L-211,L-246,2025-11-16 15:36,2025-11-20 14:07,184.2,KG,3,156.85,EUR,DELIVERED
SH102030,2025-05-09,P-1183,SVC6,CDRX,L-211,L-237,2025-05-11 20:38,2025-05-14 06:11,453.5,KG,8,218.71,GBP,DELIVERED
SH102031,2025-09-08,P-1179,SVC4,DNUB,L-250,L-206,2025-09-08 13:06,2025-09-12 08:46,373.0,KG,22,186.57,GBP,DELIVERED
SH102032,2025-04-22,P-1228,SVC4,EGRT,L-217,L-232,,,179.4,KG,16,107.98,GBP,BOOKED
SH102033,2025-08-06,P-1068,SVC2,CDRX,L-207,L-259,2025-08-09 15:34,2025-08-11 18:50,976.5,KG,19,694.14,GBP,DELIVERED
SH102034,2025-08-04,P-1119,SVC3,ARRW,L-230,L-246,2025-08-05 08:01,2025-08-14 16:09,697.2,KG,10,313.54,GBP,DELIVERED
SH102035,2025-12-17,P-1186,SVC3,GRYP,L-206,L-249,,,664.2,KG,23,296.33,GBP,CANCELLED
SH102036,2025-01-13,P-1110,SVC1,ARRW,L-233,L-254,2025-01-13 21:14,2025-01-14 11:34,664.9,LB,16,224.55,GBP,DELIVERED
SH102037,2025-07-02,P-1211,SVC3,CDRX,L-254,L-247,2025-07-03 20:46,2025-07-10 13:32,322.6,LB,18,81.61,GBP,DELIVERED
SH102038,2025-11-18,P-1033,SVC1,ARRW,L-219,L-208,2025-11-19 14:54,2025-11-20 11:31,1279.2,LB,17,427.38,GBP,DELIVERED
SH102039,2026-03-30,P-1212,SVC3,FNCH,L-239,L-234,2026-04-01 10:10,2026-04-05 12:42,566.1,LB,24,145.25,GBP,DELIVERED
SH102040,2025-10-11,P-1118,SVC4,FNCH,L-214,L-205,2025-10-12 20:14,2025-10-16 10:34,35.4,LB,4,39.50,GBP,DELIVERED
SH102041,2025-06-09,P-1004,SVC6,BLTC,L-227,L-212,2025-06-10 13:34,,1363.5,KG,26,607.92,GBP,IN_TRANSIT
SH102042,2026-02-26,P-1205,SVC4,DNUB,L-243,L-210,2026-02-28 20:57,2026-03-04 15:41,481.5,LB,13,111.50,GBP,DELIVERED
SH102043,2026-04-27,P-1039,SVC1,GRYP,L-231,L-203,2026-04-29 18:58,2026-05-02 13:47,731.8,LB,7,254.85,EUR,DELIVERED
SH102044,2025-08-16,P-1074,SVC3,EGRT,L-256,L-260,2025-08-18 12:48,2025-08-23 07:09,191.3,KG,25,119.82,GBP,DELIVERED
SH102045,2025-09-21,P-1202,SVC6,BLTC,L-217,L-255,2025-09-21 16:58,2025-09-23 14:03,1280.7,KG,19,557.32,GBP,DELIVERED
SH102046,2025-01-30,P-1113,SVC2,DNUB,L-259,L-209,2025-01-31 06:35,2025-02-01 11:37,987.1,KG,18,690.80,EUR,DELIVERED
SH102047,2025-04-16,P-1121,SVC3,GRYP,L-204,L-218,2025-04-18 13:22,2025-04-19 06:16,970.4,LB,11,210.34,GBP,DELIVERED
SH102048,2025-04-28,P-1137,SVC2,CDRX,L-238,L-229,2025-04-29 17:59,2025-05-02 20:22,824.8,LB,24,278.42,GBP,DELIVERED
SH102049,2025-01-27,P-1166,SVC5,ARRW,L-241,L-259,,,627.2,KG,3,293.82,GBP,CANCELLED
SH102050,2026-01-12,P-1176,SVC3,ARRW,L-232,L-224,,,1250.1,KG,16,559.55,GBP,CANCELLED
SH102051,2025-10-15,P-1066,SVC4,GRYP,L-211,L-238,2025-10-18 06:49,2025-10-20 10:11,346.2,LB,23,89.35,GBP,DELIVERED
SH102052,2025-07-13,P-1157,SVC5,GRYP,L-251,L-235,2025-07-16 07:14,2025-07-26 14:21,1222.0,LB,2,270.79,GBP,DELIVERED
SH102053,2025-12-09,P-1139,SVC3,BLTC,L-244,L-210,,,388.8,KG,3,191.82,GBP,BOOKED
SH102054,2025-01-19,P-1196,SVC1,DNUB,L-242,L-226,2025-01-19 16:40,2025-01-20 06:00,769.7,KG,16,538.04,GBP,DELIVERED
SH102055,2025-10-22,P-1013,SVC5,EGRT,L-203,L-209,2025-10-25 10:54,2025-10-28 18:17,1375.6,KG,25,617.32,EUR,DELIVERED
SH102056,2025-12-18,P-1047,SVC6,DNUB,L-246,L-208,2025-12-21 21:47,2025-12-22 18:26,947.3,LB,7,216.86,EUR,DELIVERED
SH102057,2025-07-08,P-1017,SVC6,GRYP,L-249,L-235,2025-07-10 12:29,2025-07-13 18:49,1114.5,KG,21,482.91,GBP,DELIVERED
SH102058,2026-03-08,P-1138,SVC3,FNCH,L-241,L-233,2026-03-08 11:12,2026-03-11 17:59,1081.1,LB,5,227.56,EUR,DELIVERED
SH102059,2025-12-31,P-1152,SVC2,EGRT,L-257,L-228,2026-01-03 18:33,2026-01-04 19:19,1223.1,KG,17,835.20,GBP,DELIVERED
SH102060,2025-09-11,P-1201,SVC2,ARRW,L-242,L-238,,,146.6,LB,3,61.00,GBP,CANCELLED
SH102061,2025-09-23,P-1206,SVC3,CDRX,L-236,L-207,2025-09-23 06:12,2025-09-24 15:26,381.4,KG,3,174.58,GBP,DELIVERED
SH102062,2025-09-18,P-1123,SVC3,EGRT,L-238,L-237,2025-09-18 15:39,2025-09-22 07:34,1033.3,KG,13,447.33,GBP,DELIVERED
SH102063,2025-02-08,P-1037,SVC2,FNCH,L-227,L-252,2025-02-08 06:25,2025-02-10 11:48,1283.5,KG,15,905.11,GBP,DELIVERED
SH102064,2025-09-24,P-1059,SVC4,DNUB,L-203,L-219,2025-09-24 10:43,2025-09-30 08:52,496.3,LB,12,109.98,EUR,DELIVERED
SH102065,2025-07-13,P-1195,SVC3,DNUB,L-205,L-225,2025-07-16 13:26,2025-07-18 14:48,205.8,KG,21,107.09,EUR,DELIVERED
SH102066,2025-11-26,P-1156,SVC5,EGRT,L-227,L-206,2025-11-28 13:31,2025-11-29 08:12,283.7,KG,11,144.78,GBP,DELIVERED
SH102067,2025-09-05,P-1194,SVC3,DNUB,L-214,L-249,2025-09-06 07:23,2025-09-09 06:24,314.4,KG,1,149.03,GBP,DELIVERED
SH102068,2026-02-02,P-1006,SVC2,CDRX,L-205,L-222,2026-02-03 06:54,2026-02-04 07:59,1050.9,KG,11,745.28,EUR,DELIVERED
SH102069,2025-09-10,P-1031,SVC4,EGRT,L-244,L-202,2025-09-13 08:50,2025-09-19 18:02,404.8,KG,1,203.03,GBP,DELIVERED
SH102070,2025-03-22,P-1073,SVC1,ARRW,L-206,L-238,,,406.6,KG,15,307.60,GBP,BOOKED
SH102071,2026-01-04,P-1002,SVC2,BLTC,L-246,L-210,2026-01-04 20:52,2026-01-09 12:08,1213.0,KG,13,843.89,EUR,DELIVERED
SH102072,2025-02-14,P-1181,SVC2,EGRT,L-237,L-215,2025-02-14 06:40,2025-02-15 16:07,9.2,KG,11,33.30,GBP,DELIVERED
SH102073,2025-11-20,P-1146,SVC3,GRYP,L-215,L-237,2025-11-23 19:30,,895.7,LB,19,206.67,GBP,IN_TRANSIT
SH102074,2025-12-27,P-1013,SVC4,ARRW,L-202,L-247,2025-12-29 09:59,2026-01-04 13:20,195.2,LB,20,76.31,GBP,DELIVERED
SH102075,2025-06-11,P-1084,SVC6,CDRX,L-239,L-204,2025-06-11 10:41,2025-06-13 18:21,560.5,LB,23,141.25,EUR,DELIVERED
SH102076,2025-10-27,P-1019,SVC3,CDRX,L-249,L-228,2025-10-28 11:39,2025-11-03 09:11,1249.3,KG,7,557.47,GBP,DELIVERED
SH102077,2025-04-18,P-1199,SVC5,DNUB,L-231,L-206,2025-04-20 12:27,2025-04-25 10:35,144.0,KG,9,85.97,GBP,DELIVERED
SH102078,2025-04-14,P-1018,SVC3,FNCH,L-202,L-229,2025-04-15 21:53,2025-04-16 21:27,1306.4,KG,9,581.81,GBP,DELIVERED
SH102079,2025-08-06,P-1037,SVC4,CDRX,L-225,L-234,,,756.6,KG,3,348.40,GBP,CANCELLED
SH102080,2025-01-03,P-1181,SVC4,DNUB,L-245,L-226,2025-01-05 14:48,2025-01-10 18:00,835.5,KG,11,369.10,GBP,DELIVERED
SH102081,2025-02-21,P-1146,SVC3,CDRX,L-204,L-244,2025-02-23 16:23,2025-02-24 10:50,1382.4,KG,4,618.52,GBP,DELIVERED
SH102082,2026-03-06,P-1043,SVC3,FNCH,L-243,L-232,2026-03-06 11:18,2026-03-14 16:15,720.9,KG,15,334.09,GBP,DELIVERED
SH102083,2025-04-22,P-1216,SVC4,ARRW,L-205,L-237,2025-04-25 11:52,,944.5,KG,21,425.41,GBP,IN_TRANSIT
SH102084,2026-04-27,P-1149,SVC2,ARRW,L-233,L-256,2026-04-30 10:23,2026-05-02 07:19,111.9,LB,10,51.71,GBP,DELIVERED
SH102085,2025-06-15,P-1006,SVC4,DNUB,L-228,L-260,2025-06-17 14:20,2025-06-25 18:42,462.6,KG,20,227.23,GBP,DELIVERED
SH102086,2025-04-09,P-1163,SVC5,EGRT,L-210,L-257,2025-04-10 09:28,2025-04-15 07:30,851.8,KG,24,382.67,GBP,DELIVERED
SH102087,2025-08-09,P-1170,SVC6,EGRT,L-228,L-250,2025-08-11 20:01,,955.3,KG,5,415.86,EUR,IN_TRANSIT
SH102088,2025-04-27,P-1151,SVC4,EGRT,L-232,L-249,2025-04-29 16:53,2025-05-01 20:19,1379.4,KG,19,616.94,GBP,DELIVERED
SH102089,2025-05-01,P-1007,SVC2,ARRW,L-250,L-224,2025-05-04 10:04,2025-05-05 10:42,903.9,LB,7,307.66,GBP,DELIVERED
SH102090,2026-02-12,P-1133,SVC6,ARRW,L-235,L-229,,,924.8,KG,5,409.97,GBP,BOOKED
SH102091,2026-01-19,P-1033,SVC1,GRYP,L-248,L-251,2026-01-20 07:36,2026-01-26 12:32,835.2,KG,14,593.98,GBP,DELIVERED
SH102092,2025-04-05,P-1103,SVC3,CDRX,L-224,L-245,2025-04-07 14:11,,1065.3,KG,18,473.97,GBP,IN_TRANSIT
SH102093,2025-12-20,P-1114,SVC1,BLTC,L-232,L-212,2025-12-23 17:20,2025-12-24 18:08,681.1,LB,10,224.72,GBP,DELIVERED
SH102094,2025-04-06,P-1132,SVC1,CDRX,L-240,L-242,2025-04-09 09:42,2025-04-10 16:33,866.8,KG,19,599.89,GBP,DELIVERED
SH102095,2025-08-30,P-1091,SVC2,ARRW,L-227,L-225,2025-09-01 11:51,2025-09-02 20:27,421.1,KG,14,299.27,GBP,DELIVERED
SH102096,2026-04-29,P-1069,SVC4,GRYP,L-247,L-235,2026-05-02 09:00,2026-05-13 11:29,445.5,LB,1,118.52,GBP,DELIVERED
SH102097,2025-03-27,P-1221,SVC2,FNCH,L-209,L-204,2025-03-27 10:36,2025-03-29 14:23,513.0,LB,2,174.49,GBP,DELIVERED
SH102098,2025-06-05,P-1067,SVC2,EGRT,L-218,L-238,2025-06-07 16:36,2025-06-08 09:26,1221.2,KG,5,853.87,GBP,DELIVERED
SH102099,2025-01-12,P-1169,SVC3,CDRX,L-232,L-210,2025-01-13 15:27,2025-01-16 07:02,257.8,KG,14,127.47,EUR,DELIVERED
SH102100,2025-06-18,P-1179,SVC3,EGRT,L-216,L-255,2025-06-20 16:10,2025-06-24 09:27,1113.5,KG,25,501.89,GBP,DELIVERED
SH102101,2025-06-02,P-1238,SVC4,ARRW,L-202,L-226,2025-06-04 07:11,2025-06-08 20:13,914.0,LB,22,197.53,GBP,DELIVERED
SH102102,2025-08-11,P-1081,SVC3,BLTC,L-203,L-245,2025-08-11 15:42,2025-08-15 07:47,664.9,LB,11,157.97,GBP,DELIVERED
SH102103,2025-10-14,P-1202,SVC4,CDRX,L-255,L-249,2025-10-17 07:43,2025-10-19 09:44,1283.9,KG,4,569.64,GBP,DELIVERED
SH102104,2025-06-22,P-1189,SVC5,FNCH,L-246,L-220,2025-06-23 09:46,2025-06-27 11:30,772.9,LB,9,189.31,GBP,DELIVERED
SH102105,2025-10-24,P-1125,SVC1,BLTC,L-207,L-211,2025-10-25 07:20,2025-10-26 21:52,250.8,LB,15,96.49,GBP,DELIVERED
SH102106,2025-08-08,P-1010,SVC1,BLTC,L-221,L-234,2025-08-08 07:12,2025-08-09 13:38,601.6,KG,13,426.56,GBP,DELIVERED
SH102107,2025-05-30,P-1135,SVC3,GRYP,L-231,L-214,2025-05-31 19:33,2025-06-01 11:07,213.8,KG,15,113.63,GBP,DELIVERED
SH102108,2025-11-21,P-1103,SVC3,FNCH,L-218,L-224,2025-11-23 13:33,2025-11-25 10:04,965.7,LB,24,199.42,GBP,DELIVERED
SH102109,2025-11-13,P-1089,SVC5,CDRX,L-249,L-252,2025-11-15 11:53,2025-11-16 11:34,1395.9,KG,9,602.07,GBP,DELIVERED
SH102110,2025-11-11,P-1009,SVC3,FNCH,L-203,L-241,,,535.1,KG,8,254.35,GBP,BOOKED
SH102111,2025-11-11,P-1101,SVC4,ARRW,L-208,L-257,2025-11-11 16:38,2025-11-17 06:29,249.3,KG,16,136.15,GBP,DELIVERED
SH102112,2025-06-17,P-1146,SVC6,GRYP,L-234,L-246,2025-06-18 12:46,2025-06-20 12:18,723.0,KG,1,328.99,GBP,DELIVERED
SH102113,2026-01-28,P-1015,SVC2,CDRX,L-220,L-216,,,805.1,KG,16,559.36,GBP,BOOKED
SH102114,2025-05-03,P-1132,SVC2,GRYP,L-208,L-244,2025-05-04 08:39,2025-05-06 12:25,88.0,LB,17,68.23,GBP,DELIVERED
SH102115,2025-11-05,P-1014,SVC4,FNCH,L-212,L-249,2025-11-06 11:28,2025-11-07 10:39,1030.6,KG,11,446.79,GBP,DELIVERED
SH102116,2026-01-20,P-1207,SVC4,BLTC,L-204,L-239,,,1236.5,LB,25,271.67,GBP,BOOKED
SH102117,2026-03-17,P-1032,SVC3,BLTC,L-249,L-205,2026-03-20 18:01,2026-03-23 14:58,1384.9,KG,7,609.36,GBP,DELIVERED
SH102118,2026-01-02,P-1032,SVC3,CDRX,L-259,L-230,2026-01-02 18:56,2026-01-04 10:23,656.2,LB,4,158.45,GBP,DELIVERED
SH102119,2025-06-04,P-1150,SVC4,ARRW,L-241,L-205,2025-06-07 17:12,2025-06-13 20:30,647.0,LB,21,141.84,GBP,DELIVERED
SH102120,2025-11-01,P-1101,SVC1,CDRX,L-229,L-202,2025-11-03 13:40,,1099.1,KG,23,768.06,GBP,IN_TRANSIT
SH102121,2025-08-10,P-1018,SVC3,GRYP,L-208,L-234,2025-08-12 08:11,2025-08-13 13:54,1270.9,LB,23,275.87,GBP,DELIVERED
SH102122,2025-02-03,P-1176,SVC1,CDRX,L-226,L-259,,,55.1,KG,21,76.56,GBP,BOOKED
SH102123,2025-08-20,P-1171,SVC4,FNCH,L-243,L-257,2025-08-21 16:54,2025-08-27 06:18,1195.1,KG,9,519.82,EUR,DELIVERED
SH102124,2025-09-05,P-1094,SVC6,DNUB,L-236,L-214,2025-09-06 09:15,,1383.2,KG,2,606.63,GBP,IN_TRANSIT
SH102125,2026-01-27,P-1023,SVC3,FNCH,L-219,L-204,2026-01-28 19:09,2026-01-29 09:19,1360.3,KG,23,596.94,EUR,DELIVERED
SH102126,2026-02-27,P-1106,SVC1,BLTC,L-253,L-246,2026-02-28 13:44,2026-03-03 10:47,711.7,KG,22,496.18,GBP,DELIVERED
SH102127,2025-12-11,P-1090,SVC3,DNUB,L-249,L-225,2025-12-14 08:00,,1070.2,KG,12,473.48,EUR,IN_TRANSIT
SH102128,2025-06-18,P-1182,SVC3,FNCH,L-253,L-251,2025-06-19 08:38,2025-06-22 10:30,409.3,LB,7,115.74,GBP,DELIVERED
SH102129,2026-01-13,P-1213,SVC1,CDRX,L-229,L-203,,,1139.3,LB,5,384.27,GBP,BOOKED
SH102130,2026-04-06,P-1051,SVC3,FNCH,L-202,L-245,2026-04-07 17:08,2026-04-11 14:12,664.7,LB,19,157.10,GBP,DELIVERED
SH102131,2025-01-16,P-1217,SVC3,CDRX,L-225,L-214,2025-01-18 09:42,2025-01-21 08:01,1185.0,LB,24,240.72,GBP,DELIVERED
SH102132,2026-02-19,P-1106,SVC5,GRYP,L-247,L-234,2026-02-20 17:31,,658.1,KG,4,313.09,GBP,IN_TRANSIT
SH102133,2025-12-30,P-1141,SVC3,FNCH,L-228,L-243,2026-01-02 21:15,2026-01-05 10:25,612.5,LB,10,153.06,EUR,DELIVERED
SH102134,2025-06-20,P-1239,SVC2,GRYP,L-201,L-228,2025-06-21 15:47,2025-06-22 16:18,927.7,LB,15,297.92,GBP,DELIVERED
SH102135,2026-02-03,P-1219,SVC2,EGRT,L-204,L-205,2026-02-05 18:35,2026-02-08 14:16,1166.1,KG,23,811.75,GBP,DELIVERED
SH102136,2025-01-13,P-1025,SVC3,ARRW,L-256,L-255,2025-01-16 11:06,2025-01-20 20:22,640.1,KG,12,303.11,GBP,DELIVERED
SH102137,2025-03-17,P-1130,SVC4,EGRT,L-251,L-207,2025-03-17 20:40,,200.0,KG,24,115.18,EUR,IN_TRANSIT
SH102138,2025-12-14,P-1221,SVC2,CDRX,L-206,L-259,,,1083.4,KG,9,769.32,GBP,CANCELLED
SH102139,2025-09-24,P-1138,SVC3,FNCH,L-207,L-231,2025-09-27 19:30,,1049.0,KG,3,457.52,GBP,IN_TRANSIT
SH102140,2026-01-26,P-1123,SVC3,CDRX,L-236,L-230,2026-01-26 17:14,2026-01-29 12:52,262.6,LB,16,91.11,EUR,DELIVERED
SH102141,2026-05-11,P-1090,SVC3,EGRT,L-207,L-260,,,633.3,KG,6,307.49,GBP,CANCELLED
SH102142,2025-04-28,P-1129,SVC2,CDRX,L-218,L-247,2025-04-30 16:41,2025-05-01 14:55,666.5,LB,25,240.73,GBP,DELIVERED
SH102143,2026-02-09,P-1077,SVC1,DNUB,L-238,L-212,2026-02-11 18:12,2026-02-12 14:39,753.8,KG,23,534.77,GBP,DELIVERED
SH102144,2026-02-04,P-1081,SVC4,BLTC,L-257,L-241,2026-02-04 13:29,2026-02-13 20:07,1022.1,LB,23,219.57,GBP,DELIVERED
SH102145,2025-05-27,P-1031,SVC2,CDRX,L-222,L-239,2025-05-30 11:38,2025-06-04 07:43,113.1,KG,26,95.82,GBP,DELIVERED
SH102146,2025-08-20,P-1213,SVC6,CDRX,L-243,L-237,2025-08-23 16:34,2025-08-26 20:48,470.0,LB,24,105.78,GBP,DELIVERED
SH102147,2025-10-01,P-1178,SVC2,DNUB,L-203,L-254,2025-10-01 11:15,2025-10-03 19:43,876.1,KG,16,629.10,EUR,DELIVERED
SH102148,2025-11-25,P-1152,SVC4,BLTC,L-227,L-234,2025-11-26 12:14,2025-12-03 19:10,823.2,KG,17,384.30,EUR,DELIVERED
SH102149,2025-12-02,P-1139,SVC3,DNUB,L-249,L-244,2025-12-05 13:55,2025-12-08 06:49,50.6,LB,5,36.84,EUR,DELIVERED
SH102150,2025-05-19,P-1129,SVC1,EGRT,L-238,L-224,,,589.3,KG,15,420.82,GBP,CANCELLED
SH102151,2026-01-30,P-1066,SVC1,GRYP,L-239,L-242,2026-01-31 17:01,2026-02-05 18:30,286.0,KG,25,214.64,GBP,DELIVERED
SH102152,2025-06-16,P-1122,SVC2,CDRX,L-259,L-201,2025-06-16 11:40,2025-06-17 13:47,13.2,KG,16,39.97,GBP,DELIVERED
SH102153,2026-03-11,P-1169,SVC3,GRYP,L-207,L-247,2026-03-14 19:13,2026-03-17 21:44,1396.9,KG,3,604.29,GBP,DELIVERED
SH102154,2026-02-03,P-1210,SVC1,FNCH,L-258,L-213,2026-02-03 08:07,2026-02-04 09:14,29.7,KG,2,51.34,GBP,DELIVERED
SH102155,2026-05-07,P-1225,SVC3,FNCH,L-232,L-204,2026-05-10 20:53,2026-05-12 10:38,349.8,KG,5,164.61,GBP,DELIVERED
SH102156,2025-12-05,P-1140,SVC5,BLTC,L-230,L-204,2025-12-05 07:08,2025-12-07 12:30,1242.7,KG,8,546.09,EUR,DELIVERED
SH102157,2025-06-05,P-1227,SVC4,GRYP,L-251,L-249,2025-06-05 17:07,2025-06-14 17:03,912.4,KG,8,425.24,GBP,DELIVERED
SH102158,2025-03-26,P-1025,SVC5,ARRW,L-208,L-233,2025-03-27 12:53,,839.8,KG,21,390.77,GBP,IN_TRANSIT
SH102159,2026-04-16,P-1007,SVC3,GRYP,L-254,L-211,2026-04-19 19:59,2026-04-27 11:45,597.3,KG,3,289.59,GBP,DELIVERED
SH102160,2026-04-05,P-1224,SVC4,EGRT,L-234,L-258,2026-04-08 12:21,2026-04-15 14:37,1005.9,KG,8,444.18,GBP,DELIVERED
SH102161,2026-01-18,P-1062,SVC3,DNUB,L-252,L-229,2026-01-20 07:15,2026-01-22 21:25,86.0,KG,14,68.39,GBP,DELIVERED
SH102162,2025-12-10,P-1114,SVC5,BLTC,L-249,L-210,2025-12-13 09:59,2025-12-16 14:40,680.6,KG,26,299.29,GBP,DELIVERED
SH102163,2025-12-04,P-1218,SVC4,CDRX,L-251,L-203,2025-12-04 16:00,2025-12-07 15:22,355.5,KG,8,171.98,GBP,DELIVERED
SH102164,2025-01-06,P-1075,SVC5,FNCH,L-219,L-236,2025-01-06 09:50,2025-01-10 10:46,682.0,LB,19,146.13,GBP,DELIVERED
SH102165,2025-03-30,P-1187,SVC3,EGRT,L-230,L-228,2025-03-30 19:51,2025-03-31 21:09,113.8,LB,19,44.15,GBP,DELIVERED
SH102166,2025-04-08,P-1002,SVC3,FNCH,L-214,L-249,2025-04-10 09:56,2025-04-13 21:24,52.8,KG,8,51.37,GBP,DELIVERED
SH102167,2025-09-13,P-1063,SVC3,FNCH,L-213,L-249,2025-09-13 13:41,2025-09-17 07:58,971.5,KG,13,450.18,GBP,DELIVERED
SH102168,2026-03-16,P-1144,SVC3,FNCH,L-239,L-260,,,414.7,KG,11,212.02,GBP,BOOKED
SH102169,2025-11-09,P-1204,SVC3,EGRT,L-222,L-208,2025-11-09 13:47,2025-11-10 18:17,195.6,KG,24,115.83,GBP,DELIVERED
SH102170,2025-04-20,P-1031,SVC5,CDRX,L-258,L-254,2025-04-23 11:14,2025-04-24 20:04,317.7,KG,1,148.63,EUR,DELIVERED
SH102171,2025-03-06,P-1058,SVC1,FNCH,L-220,L-251,2025-03-09 20:04,,261.5,LB,7,112.63,GBP,IN_TRANSIT
SH102172,2025-02-13,P-1029,SVC2,BLTC,L-212,L-252,2025-02-14 21:31,2025-02-19 07:18,187.5,KG,17,143.75,GBP,DELIVERED
SH102173,2025-02-24,P-1136,SVC3,GRYP,L-250,L-239,2025-02-26 07:04,2025-02-27 13:31,917.2,KG,14,414.37,EUR,DELIVERED
SH102174,2025-09-07,P-1009,SVC3,GRYP,L-221,L-254,2025-09-10 12:26,2025-09-13 16:15,1287.2,KG,3,558.92,GBP,DELIVERED
SH102175,2025-08-21,P-1064,SVC5,EGRT,L-251,L-203,2025-08-24 21:19,2025-08-27 16:47,210.7,LB,19,82.05,EUR,DELIVERED
SH102176,2025-04-30,P-1042,SVC2,FNCH,L-243,L-208,2025-05-02 21:04,2025-05-03 16:38,247.0,LB,3,109.74,GBP,DELIVERED
SH102177,2026-02-08,P-1158,SVC3,DNUB,L-240,L-232,2026-02-08 11:08,2026-02-10 16:23,644.7,KG,19,285.84,GBP,DELIVERED
SH102178,2025-02-28,P-1181,SVC3,DNUB,L-207,L-242,2025-03-03 09:21,2025-03-07 10:29,691.0,KG,19,330.32,GBP,DELIVERED
SH102179,2025-06-21,P-1171,SVC6,FNCH,L-238,L-220,2025-06-23 11:37,2025-06-25 18:17,973.6,KG,11,444.28,GBP,DELIVERED
SH102180,2025-12-30,P-1215,SVC4,BLTC,L-250,L-255,2026-01-01 11:12,2026-01-03 19:22,548.9,KG,7,271.66,GBP,DELIVERED
SH102181,2026-04-04,P-1133,SVC2,FNCH,L-206,L-228,2026-04-05 12:35,2026-04-07 16:03,520.9,KG,1,369.45,GBP,DELIVERED
SH102182,2025-05-29,P-1235,SVC2,EGRT,L-255,L-259,2025-05-30 18:04,2025-05-31 06:17,394.7,LB,23,152.54,GBP,DELIVERED
SH102183,2025-07-16,P-1179,SVC3,BLTC,L-215,L-241,2025-07-17 07:05,2025-07-19 15:17,1334.3,KG,12,584.14,GBP,DELIVERED
SH102184,2025-08-28,P-1219,SVC3,BLTC,L-210,L-227,2025-08-31 21:11,2025-09-03 11:29,1236.8,KG,5,539.35,GBP,DELIVERED
SH102185,2025-01-27,P-1122,SVC1,EGRT,L-241,L-252,2025-01-27 19:40,2025-02-01 08:00,1118.4,KG,12,788.83,GBP,DELIVERED
SH102186,2025-01-14,P-1096,SVC1,FNCH,L-207,L-258,2025-01-17 10:59,2025-01-18 21:46,349.4,KG,7,248.75,GBP,DELIVERED
SH102187,2025-02-16,P-1114,SVC2,ARRW,L-210,L-231,2025-02-17 12:20,2025-02-24 20:33,169.6,KG,24,138.44,GBP,DELIVERED
SH102188,2026-01-05,P-1083,SVC3,FNCH,L-250,L-226,2026-01-06 20:32,2026-01-08 18:19,523.1,KG,8,242.36,GBP,DELIVERED
SH102189,2025-09-22,P-1104,SVC5,CDRX,L-258,L-247,2025-09-23 10:32,2025-09-27 08:09,1056.7,KG,8,472.88,GBP,DELIVERED
SH102190,2026-05-17,P-1179,SVC2,GRYP,L-256,L-236,2026-05-17 21:13,,408.6,KG,18,304.48,GBP,IN_TRANSIT
SH102191,2025-11-17,P-1115,SVC3,ARRW,L-254,L-236,2025-11-17 21:06,2025-11-18 12:41,47.3,KG,5,54.18,GBP,DELIVERED
SH102192,2025-10-29,P-1196,SVC4,GRYP,L-219,L-220,2025-11-01 14:45,2025-11-04 20:06,592.8,KG,21,273.30,GBP,DELIVERED
SH102193,2026-04-04,P-1086,SVC1,GRYP,L-236,L-260,2026-04-07 20:42,2026-04-13 20:07,546.1,KG,24,392.94,GBP,DELIVERED
SH102194,2025-06-20,P-1026,SVC1,EGRT,L-246,L-259,2025-06-20 11:43,2025-06-21 18:22,1225.5,KG,6,852.97,GBP,DELIVERED
SH102195,2025-01-27,P-1155,SVC5,FNCH,L-235,L-243,2025-01-29 12:02,2025-02-01 08:04,710.0,KG,5,330.87,GBP,DELIVERED
SH102196,2025-08-31,P-1208,SVC4,BLTC,L-231,L-248,2025-09-01 08:16,2025-09-06 18:33,29.8,KG,15,32.31,GBP,DELIVERED
SH102197,2025-02-08,P-1171,SVC3,EGRT,L-221,L-259,2025-02-09 11:48,2025-02-14 09:59,430.4,KG,23,197.85,GBP,DELIVERED
SH102198,2025-09-05,P-1239,SVC4,DNUB,L-217,L-241,2025-09-05 06:59,2025-09-08 16:16,251.8,KG,4,133.71,GBP,DELIVERED
SH102199,2025-02-23,P-1139,SVC2,FNCH,L-228,L-203,,,1397.4,LB,7,449.35,GBP,BOOKED
SH102200,2025-12-05,P-1071,SVC1,FNCH,L-213,L-216,2025-12-07 09:23,2025-12-08 12:25,901.0,KG,17,628.96,GBP,DELIVERED
SH102201,2025-12-11,P-1202,SVC6,ARRW,L-222,L-211,,,794.8,LB,4,180.81,GBP,BOOKED
SH102202,2025-03-28,P-1053,SVC2,DNUB,L-212,L-232,2025-03-31 19:58,2025-04-02 08:46,277.6,KG,11,199.60,GBP,DELIVERED
SH102203,2025-06-24,P-1240,SVC1,GRYP,L-230,L-240,,,1328.8,LB,17,432.72,GBP,CANCELLED
SH102204,2025-06-02,P-1212,SVC4,EGRT,L-244,L-202,2025-06-04 20:38,2025-06-05 21:50,8.4,LB,24,33.29,GBP,DELIVERED
SH102205,2026-03-14,P-1171,SVC4,DNUB,L-260,L-240,2026-03-14 06:24,2026-03-17 06:41,1128.2,KG,9,508.67,GBP,DELIVERED
SH102206,2025-05-07,P-1001,SVC4,CDRX,L-215,L-204,2025-05-08 11:36,2025-05-20 13:42,1135.9,KG,2,512.42,GBP,DELIVERED
